,Unnamed: 0_level_0,Unnamed: 1_level_0,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,rot_velocity
,Unnamed: 0_level_1,Unnamed: 1_level_1,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,
,Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,
1092,1092,9.1,-0.624962797746,0.331167046256,-0.054724399623,0.704808576135,0.118062442575,-0.635235671686,1.13434167732,-0.0477975672228,-0.686129830926,0.724509041338,-0.0450321740597,0.108067000696,-0.878011087932,0.888771076117,0.967205658548,0.0181584936436,0.0693416869419,0.243670296985,0.123482532899,0.166281295256,1.24935197635,68.9081128801
1093,1093,9.108333,-0.625955719161,0.331987366181,-0.0476491011894,0.704054961989,0.118758338114,-0.628598762749,1.13220536458,-0.0551497573766,-0.452687210138,0.889354886286,-0.03287370191,0.1083999847,-0.864593634019,0.872459686627,0.966314818471,0.0217909179963,0.0695277150217,0.246833393892,0.124202215951,0.169464128376,1.24894175636,68.9481466388
1094,1094,9.116667,-0.626906540391,0.332663941415,-0.0399402073445,0.703368801934,0.119566348784,-0.621783526625,1.12989903575,-0.0576951442813,-0.182220705169,0.981451466662,-0.0148291443297,0.108934604714,-0.849543825224,0.85678599975,0.965309828556,0.0254275645347,0.070050253287,0.250246550166,0.124964923739,0.172791527801,1.2487016769,69.1383646416
1095,1095,9.125,-0.627738359226,0.333072787766,-0.0298420308896,0.702934224233,0.120511345593,-0.614418096937,1.12721014076,-0.056087700662,0.104019904982,0.992985251961,0.00378399119419,0.109589070936,-0.833151911688,0.840954525558,0.964376098933,0.0297140358939,0.0700891188387,0.253344293993,0.125712016552,0.17635480716,1.24843481741,69.1857877359
1096,1096,9.133333,-0.628326627176,0.332154939293,-0.0190155163676,0.703219137981,0.12173227906,-0.606664579815,1.12460801724,-0.0500729140569,0.381998420855,0.922587969431,0.0200336817153,0.110245718667,-0.815812692052,0.824789779923,0.963604406685,0.0337021338092,0.0696882232267,0.255879395688,0.126472791912,0.17991824117,1.24816642658,69.3085700816
1097,1097,9.141667,-0.629593967363,0.331694013538,-0.00824840363585,0.70251155256,0.122891132421,-0.599121609976,1.12226328112,-0.0391621110382,0.628825881198,0.77577339872,0.0349281266728,0.111058135574,-0.797406564295,0.808266247965,0.962930595516,0.0369152032762,0.0690899644047,0.258124994536,0.127305923046,0.183229531061,1.24794438381,69.3123114686
1098,1098,9.15,-0.631315973613,0.330347079595,0.00306672421225,0.701642033851,0.124147417406,-0.591568182136,1.12026279689,-0.0249817872742,0.823461934498,0.564708017056,0.0488999816954,0.11210929749,-0.778183855838,0.791097922537,0.962497643072,0.0390782625951,0.0679232741945,0.259726019674,0.128209638885,0.186127842837,1.24769642986,69.5298915455
1099,1099,9.158333,-0.632601075986,0.327194578876,0.0132610808891,0.701843094964,0.125811522728,-0.58410094926,1.11889156156,-0.00603186255605,0.95059915831,0.30621338476,0.0505788478257,0.112786763427,-0.758791256829,0.774492577378,0.962347107967,0.0399677769698,0.0665549788887,0.260501545823,0.129261409975,0.188564623212,1.24752967302,69.7855598466
1100,1100,9.166667,-0.634471888151,0.3243434259,0.0232029954315,0.701219214102,0.127385056576,-0.577100779563,1.11786214211,0.00733458951939,0.998172177583,0.0207652210258,0.0562788885082,0.11396764579,-0.739663269464,0.756703580058,0.962624611364,0.0400413292529,0.0648671372374,0.259889984523,0.130456832152,0.190607209109,1.24740868085,69.8438377876
1101,1101,9.175,-0.636568102384,0.320201371748,0.0322476134879,0.700865339407,0.129209127381,-0.570383574542,1.11742718363,0.0282044862374,0.962052391002,-0.266189416469,0.0529424072222,0.115044007332,-0.719646572259,0.739795586304,0.963278394156,0.0384319710844,0.0626107869159,0.258258801035,0.131814539425,0.192006551819,1.24732243698,69.9559314738
1102,1102,9.183333,-0.639121500909,0.315830760968,0.0409245254063,0.700071296885,0.13102624827,-0.564114362032,1.11736826766,0.0404293516614,0.844753242179,-0.531554226071,0.0469843814365,0.116138178903,-0.700168537565,0.723424183747,0.964191438636,0.0358863659681,0.0605460007885,0.255697516977,0.13330000366,0.192907134353,1.24731909531,69.9630829128
1103,1103,9.191667,-0.64207420195,0.310861126789,0.048579652459,0.699103780858,0.132899678088,-0.558352519609,1.11777972128,-0.0523434528127,-0.656289446652,0.751911237369,-0.034261002313,0.117424846906,-0.679584525953,0.708119290726,0.965329492345,0.0318763751023,0.0577260788426,0.252567946782,0.134939330275,0.193097711672,1.24720919886,70.1832605535
1104,1104,9.2,-0.645430254454,0.306803806612,0.055164241688,0.697314934103,0.134603413226,-0.553345723338,1.11846129237,-0.0611972779747,-0.411433126483,0.909124975928,-0.0216668813179,0.118539367499,-0.658457402433,0.693159485817,0.966613552016,0.0272985642913,0.0542046843206,0.248947547978,0.136684909339,0.192729033575,1.24691063307,70.4448476356
1105,1105,9.208333,-0.647800792441,0.301834783596,0.0612820939821,0.696774283166,0.136428103135,-0.548538194706,1.11935502453,-0.0635426416559,-0.130499783036,0.989371939952,-0.0086777735829,0.119548592594,-0.63654615271,0.679037821218,0.967900775765,0.021385021074,0.051105413256,0.24515098589,0.138523457686,0.191736695349,1.24666832155,70.4235235056
