,Unnamed: 0_level_0,Unnamed: 1_level_0,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,rot_velocity
,Unnamed: 0_level_1,Unnamed: 1_level_1,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,
,Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,
2037,2037,16.975,0.959936404073,-0.0443391333813,-0.146170294172,-0.234926342685,0.127200658025,-0.42800895317,1.18426247969,-0.0495279638035,-0.251166210168,0.966621779234,-0.0102397061427,0.115587352486,-0.49441826016,0.599147376015,0.338626336039,0.193689257899,0.0225333697729,0.920493847433,0.152854856248,0.069503743752,1.2575185337,112.508353901
2038,2038,16.983333,0.959666492858,-0.0446672404235,-0.143739998513,-0.237452885741,0.128988681457,-0.429710831233,1.18675017436,-0.0494655252411,0.21265358117,0.975784978721,0.0132397707743,0.114739537966,-0.477768564752,0.593523642279,0.342803902185,0.191286497921,0.0203505301278,0.91950030793,0.15384272508,0.0666132235115,1.25747179592,112.512331525
2039,2039,16.991667,0.959488384004,-0.0452717873964,-0.141017544806,-0.239680116583,0.130746063283,-0.431801653539,1.18907916828,-0.0387874815751,0.630340135463,0.77438870842,0.0385872151077,0.114353973996,-0.459579798626,0.587243367131,0.34902501294,0.18805077035,0.0181245575971,0.917872512131,0.154878403026,0.0636897851983,1.25758648952,112.529906109
2040,2040,17.0,0.959344554846,-0.0464484329969,-0.138849617108,-0.241291011,0.132330849594,-0.434231913236,1.19104465154,-0.0186527382351,0.912378349967,0.405912652512,0.0495251491468,0.113905866449,-0.441957282728,0.580964264791,0.357015424309,0.184726009866,0.0152480522916,0.915523776308,0.155944612969,0.0607213970124,1.25762196326,112.499697786
2041,2041,17.008333,0.95924710972,-0.0474398034699,-0.137019644021,-0.242528482229,0.133787766596,-0.43688961626,1.1926913543,0.0059903587113,0.997306929217,-0.0500448407952,0.0532777481436,0.113393479999,-0.424620623242,0.574291275682,0.365596097968,0.181038413895,0.0121141524403,0.912917210461,0.157040780985,0.0578062146891,1.2576416897,112.631273073
2042,2042,17.016667,0.959384828142,-0.0493426195888,-0.135060227167,-0.242703095283,0.135181017427,-0.44001924581,1.19400137732,0.0270067713259,0.866824092026,-0.495801175986,0.0454733073046,0.113155402157,-0.408175253856,0.568562714216,0.373384437595,0.178886108525,0.0106080226738,0.910203983618,0.158161097447,0.0555080848213,1.25742615609,112.631273073
2043,2043,17.025,0.959709161713,-0.0509031921786,-0.13300675736,-0.242232104493,0.136535168129,-0.44321796564,1.19510585901,,,,,,,,0.37947737259,0.176834693517,0.00856659940322,0.908104084472,0.159322346526,0.0532977016006,1.25716631481,112.631273073
2044,2044,17.033333,0.960149300795,-0.0515028357003,-0.131557232441,-0.241150311406,0.137733005749,-0.446234884298,1.1959210659,-0.050853067863,-0.112760695143,0.992283207171,-0.00854563553426,0.112399856173,-0.373811225217,0.561203897954,0.383986601558,0.177084306212,0.00714602191619,0.906170167622,0.160518102485,0.0515647986107,1.2564789374,112.626004489
2045,2045,17.041667,0.960588386692,-0.0523845964645,-0.131526823085,-0.239220609928,0.138737102563,-0.449280244054,1.19620125336,-0.0465778456825,0.348158730538,0.936145095196,0.0157595489044,0.112171810563,-0.355199981003,0.557721519975,0.385854680636,0.177252552973,0.0060881885209,0.905351109712,0.161817373407,0.0499059596464,1.25591870178,112.595247
2046,2046,17.05,0.961212247204,-0.0519645853926,-0.131743224132,-0.236673658412,0.139603547261,-0.452018983277,1.19626269463,-0.0342408923593,0.733624915754,0.6776050054,0.0383862075906,0.112306549966,-0.335580975877,0.553682771323,0.386492703825,0.178020568921,0.00555786157284,0.904931586975,0.163158205887,0.0484040688234,1.25526145224,112.459334659
2047,2047,17.058333,0.961757896685,-0.0511393413316,-0.13217442963,-0.234385230089,0.140280827037,-0.45459777232,1.19616428407,-0.0118499086104,0.960642327791,0.273321271115,0.0481807064902,0.112316210435,-0.316494711437,0.549762801413,0.386340565789,0.178475187943,0.00573887934861,0.904905873436,0.164539893232,0.0469483991245,1.25474057153,112.569471578
