Format Version,1.22,Take Name,Calib Diabolo Bluewhite 2020-05-25_004,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,16 Jan 1970 03:41:52 +0900,Total Frames in Take,323,Total Exported Frames,323,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite:Marker1,diabolo_bluewhite:Marker1,diabolo_bluewhite:Marker1,diabolo_bluewhite:Marker2,diabolo_bluewhite:Marker2,diabolo_bluewhite:Marker2,diabolo_bluewhite:Marker3,diabolo_bluewhite:Marker3,diabolo_bluewhite:Marker3
,,"E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","C5730","C5730","C5730","C4FA0","C4FA0","C4FA0","C5740","C5740","C5740"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
83,0.691667,0.014640,0.963861,0.017724,-0.265411,0.002315,0.057863,0.040779,-0.011035,0.058032,0.017148,0.002467,0.057371,0.083879,0.015513,0.058189,0.021309
84,0.700000,0.014895,0.963859,0.017797,-0.265401,0.002314,0.057866,0.040782,-0.011046,0.058050,0.017157,0.002465,0.057372,0.083879,0.015523,0.058178,0.021312
85,0.708333,0.014863,0.963856,0.017781,-0.265413,0.002312,0.057874,0.040782,-0.011046,0.058053,0.017157,0.002463,0.057384,0.083879,0.015515,0.058194,0.021310
86,0.716667,0.014597,0.963886,0.017598,-0.265332,0.002310,0.057873,0.040782,-0.011038,0.058033,0.017144,0.002454,0.057390,0.083888,0.015514,0.058192,0.021312
87,0.725000,,,,,,,,-0.011040,0.058042,0.017146,0.002461,0.057376,0.083880,0.015512,0.058195,0.021314
88,0.733333,0.014738,0.963879,0.017540,-0.265354,0.002306,0.057878,0.040785,-0.011046,0.058043,0.017155,0.002453,0.057403,0.083886,0.015508,0.058190,0.021314
89,0.741667,0.015046,0.963868,0.017624,-0.265370,0.002302,0.057888,0.040788,-0.011057,0.058067,0.017161,0.002449,0.057415,0.083894,0.015512,0.058193,0.021313
90,0.750000,0.015036,0.963868,0.017728,-0.265365,0.002303,0.057887,0.040787,-0.011049,0.058065,0.017155,0.002453,0.057397,0.083886,0.015509,0.058196,0.021315
91,0.758333,0.015321,0.963847,0.017865,-0.265414,0.002305,0.057881,0.040784,-0.011057,0.058072,0.017159,0.002457,0.057388,0.083888,0.015514,0.058177,0.021303
92,0.766667,0.014799,0.963863,0.017687,-0.265397,0.002303,0.057877,0.040784,-0.011049,0.058041,0.017155,0.002451,0.057390,0.083888,0.015504,0.058198,0.021310
93,0.775000,0.015028,0.963861,0.017763,-0.265387,0.002302,0.057879,0.040783,-0.011057,0.058065,0.017156,0.002451,0.057390,0.083887,0.015512,0.058184,0.021306
94,0.783333,0.014869,0.963867,0.017723,-0.265378,0.002299,0.057882,0.040784,-0.011051,0.058055,0.017155,0.002448,0.057395,0.083884,0.015499,0.058201,0.021312
95,0.791667,0.014727,0.963871,0.017736,-0.265369,0.002301,0.057884,0.040784,-0.011052,0.058060,0.017149,0.002452,0.057390,0.083884,0.015506,0.058204,0.021317
96,0.800000,0.014728,0.963877,0.017676,-0.265354,0.002301,0.057888,0.040787,-0.011048,0.058059,0.017157,0.002448,0.057404,0.083893,0.015503,0.058205,0.021315
97,0.808333,0.014769,0.963881,0.017661,-0.265335,0.002301,0.057886,0.040787,-0.011051,0.058055,0.017155,0.002446,0.057398,0.083889,0.015507,0.058199,0.021316
98,0.816667,0.014496,0.963883,0.017621,-0.265348,0.002304,0.057881,0.040783,-0.011045,0.058043,0.017151,0.002453,0.057391,0.083882,0.015507,0.058208,0.021313
99,0.825000,0.014822,0.963866,0.017749,-0.265380,0.002305,0.057881,0.040782,-0.011047,0.058064,0.017150,0.002457,0.057388,0.083886,0.015506,0.058192,0.021309
100,0.833333,0.015035,0.963862,0.017785,-0.265383,0.002307,0.057876,0.040780,-0.011048,0.058055,0.017153,0.002456,0.057385,0.083881,0.015516,0.058183,0.021303
101,0.841667,0.014737,0.963853,0.017789,-0.265432,0.002308,0.057874,0.040780,-0.011044,0.058050,0.017155,0.002465,0.057373,0.083878,0.015504,0.058199,0.021309
102,0.850000,0.014913,0.963861,0.017798,-0.265393,0.002313,0.057869,0.040778,-0.011035,0.058048,0.017142,0.002464,0.057376,0.083884,0.015517,0.058175,0.021302
103,0.858333,0.014546,0.963885,0.017631,-0.265337,0.002313,0.057870,0.040778,-0.011036,0.058031,0.017141,0.002458,0.057384,0.083885,0.015512,0.058200,0.021310
104,0.866667,0.014736,0.963865,0.017753,-0.265389,0.002310,0.057873,0.040780,-0.011043,0.058057,0.017149,0.002464,0.057376,0.083885,0.015509,0.058188,0.021309
105,0.875000,0.014778,0.963867,0.017696,-0.265384,0.002312,0.057870,0.040776,-0.011035,0.058037,0.017141,0.002462,0.057384,0.083878,0.015512,0.058185,0.021301
106,0.883333,0.014770,0.963863,0.017730,-0.265396,0.002315,0.057866,0.040775,-0.011036,0.058042,0.017142,0.002470,0.057369,0.083881,0.015515,0.058182,0.021303
107,0.891667,0.014728,0.963869,0.017627,-0.265384,0.002313,0.057869,0.040774,-0.011039,0.058035,0.017137,0.002463,0.057393,0.083880,0.015511,0.058185,0.021303
108,0.900000,0.014499,0.963883,0.017557,-0.265351,0.002313,0.057867,0.040773,-0.011030,0.058026,0.017142,0.002460,0.057379,0.083877,0.015510,0.058190,0.021301
109,0.908333,0.014898,0.963867,0.017686,-0.265377,0.002314,0.057865,0.040774,-0.011043,0.058046,0.017140,0.002468,0.057381,0.083882,0.015521,0.058170,0.021303
110,0.916667,0.014966,0.963847,0.017785,-0.265441,0.002315,0.057868,0.040778,-0.011040,0.058049,0.017149,0.002474,0.057374,0.083876,0.015511,0.058185,0.021311
111,0.925000,0.014827,0.963859,0.017710,-0.265412,0.002315,0.057866,0.040777,-0.011036,0.058035,0.017145,0.002465,0.057379,0.083881,0.015516,0.058177,0.021300
112,0.933333,0.014820,0.963853,0.017769,-0.265426,0.002310,0.057870,0.040778,-0.011048,0.058054,0.017149,0.002466,0.057375,0.083879,0.015506,0.058191,0.021312
113,0.941667,0.014701,0.963851,0.017732,-0.265444,0.002311,0.057872,0.040777,-0.011041,0.058042,0.017144,0.002469,0.057381,0.083878,0.015509,0.058193,0.021305
114,0.950000,0.014615,0.963866,0.017577,-0.265404,0.002312,0.057873,0.040778,-0.011039,0.058034,0.017143,0.002464,0.057395,0.083886,0.015511,0.058189,0.021308
115,0.958333,0.014581,0.963872,0.017613,-0.265383,0.002310,0.057873,0.040776,-0.011040,0.058042,0.017139,0.002460,0.057382,0.083880,0.015506,0.058195,0.021303
116,0.966667,0.014693,0.963863,0.017730,-0.265403,0.002309,0.057871,0.040774,-0.011046,0.058046,0.017141,0.002463,0.057374,0.083878,0.015511,0.058188,0.021300
117,0.975000,0.015005,0.963843,0.017805,-0.265452,0.002306,0.057875,0.040773,-0.011058,0.058062,0.017147,0.002462,0.057386,0.083877,0.015509,0.058185,0.021296
118,0.983333,0.014876,0.963863,0.017701,-0.265394,0.002310,0.057873,0.040771,-0.011035,0.058039,0.017137,0.002460,0.057386,0.083877,0.015513,0.058186,0.021297
119,0.991667,0.014892,0.963872,0.017667,-0.265363,0.002311,0.057865,0.040768,-0.011045,0.058038,0.017136,0.002458,0.057379,0.083870,0.015515,0.058171,0.021292
120,1.000000,0.014842,0.963865,0.017693,-0.265388,0.002311,0.057862,0.040767,-0.011039,0.058034,0.017134,0.002465,0.057372,0.083872,0.015511,0.058178,0.021297
121,1.008333,0.014723,0.963861,0.017677,-0.265412,0.002313,0.057862,0.040767,-0.011041,0.058034,0.017135,0.002468,0.057375,0.083874,0.015515,0.058181,0.021292
122,1.016667,0.014768,0.963869,0.017646,-0.265380,0.002314,0.057864,0.040768,-0.011034,0.058034,0.017142,0.002461,0.057381,0.083871,0.015518,0.058177,0.021292
123,1.025000,0.014725,0.963869,0.017601,-0.265387,0.002314,0.057861,0.040768,-0.011039,0.058025,0.017139,0.002465,0.057379,0.083870,0.015514,0.058176,0.021294
124,1.033333,0.014901,0.963859,0.017655,-0.265408,0.002314,0.057864,0.040767,-0.011041,0.058043,0.017140,0.002466,0.057383,0.083871,0.015518,0.058173,0.021292
125,1.041667,0.014949,0.963859,0.017715,-0.265403,0.002316,0.057864,0.040768,-0.011035,0.058039,0.017138,0.002468,0.057374,0.083871,0.015516,0.058176,0.021295
126,1.050000,0.014942,0.963856,0.017825,-0.265406,0.002315,0.057864,0.040767,-0.011041,0.058050,0.017139,0.002467,0.057364,0.083865,0.015519,0.058179,0.021293
127,1.058333,0.015011,0.963848,0.017907,-0.265427,0.002318,0.057858,0.040765,-0.011038,0.058042,0.017134,0.002476,0.057352,0.083865,0.015523,0.058167,0.021293
128,1.066667,0.014919,0.963855,0.017826,-0.265410,0.002317,0.057858,0.040767,-0.011037,0.058039,0.017143,0.002465,0.057369,0.083870,0.015518,0.058177,0.021294
129,1.075000,0.014843,0.963874,0.017682,-0.265356,0.002315,0.057862,0.040768,-0.011035,0.058032,0.017140,0.002460,0.057381,0.083869,0.015520,0.058174,0.021295
