,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left:Marker1,stick_left:Marker1,stick_left:Marker1,stick_right:Marker1,stick_right:Marker1,stick_right:Marker1,stick_left:Marker2,stick_left:Marker2,stick_left:Marker2,stick_right:Marker2,stick_right:Marker2,stick_right:Marker2,stick_left:Marker3,stick_left:Marker3,stick_left:Marker3,stick_left:Marker4,stick_left:Marker4,stick_left:Marker4,stick_right:Marker4,stick_right:Marker4,stick_right:Marker4,Unlabeled 1021,Unlabeled 1021,Unlabeled 1021,Unlabeled 1022,Unlabeled 1022,Unlabeled 1022,Unlabeled 1025,Unlabeled 1025,Unlabeled 1025,Unlabeled 1026,Unlabeled 1026,Unlabeled 1026,Unlabeled 1028,Unlabeled 1028,Unlabeled 1028,Unlabeled 1029,Unlabeled 1029,Unlabeled 1029,Unlabeled 1030,Unlabeled 1030,Unlabeled 1030,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032
,,"554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","C35D0","C35D0","C35D0","C3640","C3640","C3640","C35F0","C35F0","C35F0","C3700","C3700","C3700","C36A0","C36A0","C36A0","C3680","C3680","C3680","C35B0","C35B0","C35B0","C3650","C3650","C3650","C3670","C3670","C3670","C36D0","C36D0","C36D0","C36E0","C36E0","C36E0","C3620","C3620","C3620","C3660","C3660","C3660","C36F0","C36F0","C36F0","C3710","C3710","C3710"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
189,1.575000,0.689732,0.699840,0.110037,0.149619,0.001878,-0.092576,0.034445,0.020688,-0.081233,0.069421,,,,-0.053593,-0.089637,0.042868,,,,-0.005052,-0.099035,0.015313,0.045472,-0.100397,0.010178,,,,0.562525,-0.457963,0.055131,0.514109,-0.438387,0.009760,,,,,,,,,,,,,,,,,,
190,1.583333,0.689714,0.699866,0.109984,0.149620,0.001884,-0.092572,0.034451,0.020701,-0.081222,0.069428,,,,-0.053586,-0.089637,0.042876,,,,-0.005050,-0.099033,0.015317,0.045474,-0.100395,0.010184,,,,0.562505,-0.457944,0.055140,0.514103,-0.438379,0.009764,,,,,,,,,,,,,,,,,,
191,1.591667,0.689828,0.699781,0.109957,0.149510,0.001882,-0.092558,0.034461,0.020710,-0.081224,0.069432,,,,-0.053596,-0.089600,0.042900,,,,-0.005053,-0.099019,0.015334,0.045464,-0.100381,0.010185,,,,0.562524,-0.457980,0.055123,0.514090,-0.438358,0.009771,,,,,,,,,,,,,,,,,,
192,1.600000,0.689802,0.699810,0.109966,0.149488,0.001888,-0.092554,0.034463,0.020715,-0.081216,0.069429,,,,-0.053578,-0.089614,0.042897,,,,-0.005055,-0.099004,0.015338,0.045475,-0.100379,0.010188,,,,0.562515,-0.457946,0.055145,0.514094,-0.438373,0.009756,,,,,,,,,,,,,,,,,,
193,1.608333,0.689783,0.699829,0.109882,0.149550,0.001895,-0.092575,0.034452,0.020719,-0.081230,0.069422,,,,-0.053575,-0.089636,0.042888,,,,-0.005047,-0.099034,0.015323,0.045484,-0.100414,0.010169,,,,0.562532,-0.457973,0.055137,0.514103,-0.438369,0.009771,,,,,,,,,,,,,,,,,,
194,1.616667,0.689759,0.699831,0.109955,0.149598,0.001894,-0.092585,0.034449,0.020709,-0.081241,0.069425,,,,-0.053580,-0.089642,0.042882,,,,-0.005042,-0.099052,0.015307,0.045487,-0.100412,0.010181,,,,0.562523,-0.457972,0.055141,0.514105,-0.438378,0.009762,,,,,,,,,,,,,,,,,,
195,1.625000,0.689734,0.699836,0.110111,0.149574,0.001884,-0.092580,0.034450,0.020696,-0.081241,0.069429,,,,-0.053590,-0.089647,0.042865,,,,-0.005050,-0.099032,0.015314,0.045471,-0.100394,0.010190,,,,0.562533,-0.457982,0.055129,0.514095,-0.438362,0.009769,,,,,,,,,,,,,,,,,,
196,1.633333,0.689793,0.699764,0.110242,0.149540,0.001874,-0.092576,0.034445,0.020679,-0.081252,0.069423,,,,-0.053607,-0.089636,0.042859,,,,-0.005057,-0.099021,0.015306,0.045476,-0.100395,0.010187,,,,0.562529,-0.457975,0.055134,0.514083,-0.438356,0.009766,,,,,,,,,,,,,,,,,,
197,1.641667,0.689737,0.699779,0.110305,0.149683,0.001874,-0.092591,0.034425,0.020667,-0.081259,0.069414,,,,-0.053612,-0.089656,0.042820,,,,-0.005042,-0.099050,0.015279,0.045482,-0.100409,0.010176,,,,0.562535,-0.457976,0.055121,0.514090,-0.438352,0.009771,,,,,,,,,,,,,,,,,,
198,1.650000,0.689630,0.699850,0.110442,0.149747,0.001872,-0.092602,0.034414,0.020651,-0.081266,0.069411,,,,-0.053611,-0.089683,0.042798,,,,-0.005037,-0.099060,0.015262,0.045486,-0.100403,0.010182,,,,0.562530,-0.457959,0.055131,0.514113,-0.438374,0.009760,,,,,,,,,,,,,,,,,,
199,1.658333,0.689580,0.699878,0.110511,0.149794,0.001866,-0.092608,0.034412,0.020642,-0.081269,0.069411,,,,-0.053621,-0.089697,0.042784,,,,-0.005041,-0.099061,0.015264,0.045480,-0.100407,0.010188,,,,0.562536,-0.457976,0.055128,0.514113,-0.438389,0.009757,,,,,,,,,,,,,,,,,,
200,1.666667,0.689570,0.699870,0.110588,0.149821,0.001866,-0.092609,0.034406,0.020635,-0.081272,0.069407,,,,-0.053621,-0.089698,0.042772,,,,-0.005039,-0.099059,0.015253,0.045487,-0.100406,0.010188,,,,0.562532,-0.457974,0.055134,0.514118,-0.438390,0.009747,,,,,,,,,,,,,,,,,,
201,1.675000,0.689495,0.699935,0.110664,0.149805,0.001871,-0.092619,0.034394,0.020637,-0.081279,0.069403,,,,-0.053613,-0.089728,0.042754,,,,-0.005032,-0.099067,0.015240,0.045496,-0.100408,0.010174,,,,0.562528,-0.457980,0.055122,0.514112,-0.438384,0.009762,,,,,,,,,,,,,,,,,,
202,1.683333,0.689494,0.699939,0.110602,0.149838,0.001877,-0.092624,0.034392,0.020644,-0.081280,0.069400,,,,-0.053608,-0.089721,0.042757,,,,-0.005026,-0.099083,0.015239,0.045500,-0.100413,0.010172,,,,0.562540,-0.457987,0.055123,0.514121,-0.438400,0.009755,,,,,,,,,,,,,,,,,,
203,1.691667,0.689550,0.699888,0.110647,0.149781,0.001876,-0.092612,0.034400,0.020646,-0.081279,0.069402,,,,-0.053612,-0.089701,0.042768,,,,-0.005030,-0.099061,0.015253,0.045499,-0.100397,0.010184,,,,0.562524,-0.457983,0.055133,0.514100,-0.438380,0.009765,,,,,,,,,,,,,,,,,,
204,1.700000,0.689616,0.699837,0.110651,0.149715,0.001875,-0.092598,0.034405,0.020656,-0.081270,0.069403,,,,-0.053614,-0.089687,0.042774,,,,-0.005041,-0.099032,0.015261,0.045497,-0.100393,0.010186,,,,0.562548,-0.457997,0.055123,0.514107,-0.438391,0.009759,,,,,,,,,,,,,,,,,,
205,1.708333,0.689559,0.699898,0.110599,0.149729,0.001879,-0.092606,0.034400,0.020658,-0.081272,0.069400,,,,-0.053604,-0.089706,0.042770,,,,-0.005031,-0.099054,0.015253,0.045498,-0.100398,0.010174,,,,0.562546,-0.457999,0.055123,0.514107,-0.438369,0.009767,,,,,,,,,,,,,,,,,,
206,1.716667,0.689539,0.699916,0.110441,0.149855,0.001889,-0.092617,0.034396,0.020664,-0.081266,0.069399,,,,-0.053600,-0.089705,0.042776,,,,-0.005017,-0.099081,0.015241,0.045513,-0.100422,0.010167,,,,0.562528,-0.457973,0.055142,0.514116,-0.438393,0.009759,,,,,,,,,,,,,,,,,,
207,1.725000,0.689587,0.699884,0.110412,0.149808,0.001888,-0.092603,0.034404,0.020668,-0.081255,0.069405,,,,-0.053599,-0.089683,0.042787,,,,-0.005030,-0.099055,0.015258,0.045509,-0.100407,0.010169,,,,0.562542,-0.457991,0.055130,0.514113,-0.438390,0.009758,,,,,,,,,,,,,,,,,,
208,1.733333,0.689547,0.699939,0.110389,0.149747,0.001884,-0.092588,0.034415,0.020672,-0.081240,0.069408,,,,-0.053600,-0.089681,0.042804,,,,-0.005033,-0.099040,0.015272,0.045497,-0.100384,0.010183,,,,0.562526,-0.457977,0.055132,0.514100,-0.438389,0.009763,,,,,,,,,,,,,,,,,,
209,1.741667,0.689600,0.699901,0.110328,0.149729,0.001888,-0.092589,0.034414,0.020679,-0.081245,0.069407,,,,-0.053597,-0.089668,0.042810,,,,-0.005032,-0.099049,0.015266,0.045505,-0.100394,0.010170,,,,0.562542,-0.457997,0.055124,0.514104,-0.438384,0.009766,,,,,,,,,,,,,,,,,,
210,1.750000,0.689539,0.699964,0.110180,0.149824,0.001899,-0.092596,0.034407,0.020684,-0.081231,0.069399,,,,-0.053576,-0.089689,0.042804,,,,-0.005022,-0.099056,0.015264,0.045517,-0.100416,0.010157,,,,0.562530,-0.457972,0.055137,0.514115,-0.438392,0.009750,,,,,,,,,,,,,,,,,,
211,1.758333,0.689538,0.699981,0.110136,0.149781,0.001896,-0.092588,0.034413,0.020688,-0.081225,0.069404,,,,-0.053581,-0.089675,0.042817,,,,-0.005028,-0.099050,0.015275,0.045502,-0.100397,0.010161,,,,0.562549,-0.457989,0.055119,0.514120,-0.438396,0.009754,,,,,,,,,,,,,,,,,,
212,1.766667,0.689620,0.699922,0.110103,0.149706,0.001890,-0.092576,0.034429,0.020694,-0.081224,0.069409,,,,-0.053592,-0.089648,0.042842,,,,-0.005042,-0.099036,0.015299,0.045496,-0.100387,0.010175,,,,0.562540,-0.457974,0.055122,0.514117,-0.438400,0.009747,,,,,,,,,,,,,,,,,,
213,1.775000,0.689605,0.699963,0.110061,0.149612,0.001890,-0.092574,0.034435,0.020704,-0.081220,0.069416,,,,-0.053584,-0.089662,0.042853,,,,-0.005046,-0.099030,0.015305,0.045487,-0.100385,0.010169,,,,0.562537,-0.457983,0.055127,0.514115,-0.438390,0.009753,,,,,,,,,,,,,,,,,,
214,1.783333,0.689654,0.699940,0.109939,0.149580,0.001891,-0.092582,0.034437,0.020713,-0.081231,0.069411,,,,-0.053583,-0.089651,0.042871,,,,-0.005039,-0.099056,0.015301,0.045475,-0.100395,0.010163,,,,0.562530,-0.457986,0.055125,0.514110,-0.438387,0.009753,,,,,,,,,,,,,,,,,,
215,1.791667,0.689788,0.699838,0.109899,0.149471,0.001887,-0.092574,0.034445,0.020717,-0.081236,0.069412,,,,-0.053586,-0.089625,0.042891,,,,-0.005054,-0.099034,0.015320,0.045465,-0.100395,0.010163,,,,0.562534,-0.457994,0.055131,0.514098,-0.438381,0.009759,,,,,,,,,,,,,,,,,,
216,1.800000,0.689847,0.699810,0.109800,0.149400,0.001878,-0.092566,0.034457,0.020723,-0.081231,0.069415,,,,-0.053594,-0.089607,0.042917,,,,-0.005066,-0.099035,0.015332,0.045443,-0.100386,0.010172,,,,0.562542,-0.457981,0.055131,0.514091,-0.438361,0.009771,,,,,,,,,,,,,,,,,,
217,1.808333,0.689872,0.699795,0.109659,0.149461,0.001873,-0.092566,0.034466,0.020721,-0.081221,0.069423,,,,-0.053597,-0.089604,0.042930,,,,-0.005077,-0.099035,0.015341,0.045444,-0.100407,0.010175,,,,0.562540,-0.457979,0.055135,0.514091,-0.438371,0.009763,,,,,,,,,,,,,,,,,,
218,1.816667,0.689888,0.699784,0.109597,0.149481,0.001871,-0.092577,0.034466,0.020720,-0.081230,0.069423,,,,-0.053595,-0.089616,0.042929,,,,-0.005077,-0.099044,0.015339,0.045434,-0.100427,0.010169,,,,0.562527,-0.457973,0.055140,0.514081,-0.438350,0.009787,,,,,,,,,,,,,,,,,,
219,1.825000,0.689885,0.699792,0.109587,0.149469,0.001860,-0.092570,0.034464,0.020710,-0.081222,0.069417,,,,-0.053617,-0.089602,0.042930,,,,-0.005085,-0.099040,0.015343,0.045422,-0.100410,0.010165,,,,0.562532,-0.457994,0.055126,0.514096,-0.438370,0.009765,,,,,,,,,,,,,,,,,,
220,1.833333,0.689919,0.699749,0.109661,0.149457,0.001850,-0.092564,0.034462,0.020696,-0.081223,0.069415,,,,-0.053620,-0.089600,0.042918,,,,-0.005101,-0.099016,0.015346,0.045418,-0.100412,0.010168,,,,0.562532,-0.457976,0.055132,0.514110,-0.438390,0.009754,,,,,,,,,,,,,,,,,,
221,1.841667,0.689862,0.699786,0.109683,0.149533,0.001846,-0.092571,0.034453,0.020683,-0.081224,0.069410,,,,-0.053626,-0.089612,0.042906,,,,-0.005091,-0.099040,0.015324,0.045414,-0.100414,0.010167,,,,0.562540,-0.457989,0.055122,0.514108,-0.438381,0.009755,,,,,,,,,,,,,,,,,,
222,1.850000,0.689821,0.699812,0.109741,0.149555,0.001842,-0.092578,0.034447,0.020678,-0.081232,0.069409,,,,-0.053629,-0.089624,0.042891,,,,-0.005094,-0.099049,0.015318,0.045411,-0.100413,0.010163,,,,0.562544,-0.457996,0.055118,0.514093,-0.438363,0.009764,,,,,,,,,,,,,,,,,,
223,1.858333,0.689804,0.699821,0.109798,0.149552,0.001837,-0.092577,0.034446,0.020666,-0.081228,0.069412,,,,-0.053635,-0.089628,0.042889,,,,-0.005098,-0.099036,0.015317,0.045411,-0.100412,0.010165,,,,0.562523,-0.457964,0.055136,0.514101,-0.438373,0.009760,,,,,,,,,,,,,,,,,,
224,1.866667,0.689887,0.699738,0.109778,0.149575,0.001833,-0.092572,0.034447,0.020665,-0.081229,0.069412,,,,-0.053643,-0.089605,0.042892,,,,-0.005098,-0.099033,0.015320,0.045406,-0.100420,0.010164,,,,0.562544,-0.457989,0.055123,0.514110,-0.438382,0.009768,,,,,,,,,,,,,,,,,,
225,1.875000,0.689879,0.699757,0.109837,0.149474,0.001836,-0.092566,0.034447,0.020676,-0.081228,0.069410,,,,-0.053634,-0.089616,0.042890,,,,-0.005107,-0.099011,0.015325,0.045411,-0.100405,0.010162,,,,0.562528,-0.457973,0.055132,0.514106,-0.438385,0.009759,,,,,,,,,,,,,,,,,,
226,1.883333,0.689867,0.699763,0.109842,0.149500,0.001843,-0.092582,0.034444,0.020680,-0.081244,0.069408,,,,-0.053628,-0.089633,0.042885,,,,-0.005096,-0.099034,0.015318,0.045422,-0.100428,0.010161,,,,0.562547,-0.458010,0.055115,0.514117,-0.438397,0.009756,,,,,,,,,,,,,,,,,,
227,1.891667,0.689878,0.699764,0.109836,0.149446,0.001842,-0.092576,0.034448,0.020687,-0.081239,0.069413,,,,-0.053633,-0.089619,0.042897,,,,-0.005095,-0.099031,0.015322,0.045408,-0.100407,0.010165,,,,0.562531,-0.457986,0.055131,0.514094,-0.438371,0.009770,,,,,,,,,,,,,,,,,,
228,1.900000,0.689900,0.699748,0.109771,0.149473,0.001845,-0.092576,0.034451,0.020688,-0.081238,0.069414,,,,-0.053627,-0.089613,0.042903,,,,-0.005093,-0.099040,0.015326,0.045414,-0.100417,0.010163,,,,0.562545,-0.457989,0.055132,0.514093,-0.438365,0.009768,,,,,,,,,,,,,,,,,,
229,1.908333,0.689924,0.699727,0.109755,0.149469,0.001843,-0.092569,0.034452,0.020686,-0.081234,0.069413,,,,-0.053631,-0.089596,0.042906,,,,-0.005095,-0.099038,0.015326,0.045408,-0.100405,0.010165,,,,0.562522,-0.457972,0.055135,0.514111,-0.438386,0.009755,,,,,,,,,,,,,,,,,,
230,1.916667,0.689889,0.699753,0.109795,0.149479,0.001841,-0.092576,0.034447,0.020677,-0.081239,0.069415,,,,-0.053629,-0.089619,0.042895,,,,-0.005095,-0.099040,0.015318,0.045410,-0.100416,0.010157,,,,0.562538,-0.457991,0.055123,0.514110,-0.438387,0.009761,,,,,,,,,,,,,,,,,,
231,1.925000,0.689875,0.699759,0.109812,0.149502,0.001838,-0.092584,0.034448,0.020673,-0.081245,0.069411,,,,-0.053636,-0.089631,0.042894,,,,-0.005102,-0.099038,0.015321,0.045412,-0.100429,0.010165,,,,0.562513,-0.457964,0.055137,0.514103,-0.438365,0.009770,,,,,,,,,,,,,,,,,,
232,1.933333,0.689842,0.699785,0.109874,0.149488,0.001833,-0.092577,0.034452,0.020669,-0.081238,0.069414,,,,-0.053639,-0.089629,0.042891,,,,-0.005104,-0.099026,0.015331,0.045403,-0.100408,0.010177,,,,0.562528,-0.457971,0.055131,0.514095,-0.438367,0.009766,,,,,,,,,,,,,,,,,,
233,1.941667,0.689797,0.699822,0.109893,0.149507,0.001832,-0.092581,0.034447,0.020659,-0.081240,0.069412,,,,-0.053638,-0.089643,0.042883,,,,-0.005100,-0.099034,0.015321,0.045404,-0.100414,0.010167,,,,0.562537,-0.457978,0.055124,0.514098,-0.438368,0.009762,,,,,,,,,,,,,,,,,,
234,1.950000,0.689805,0.699801,0.109781,0.149655,0.001834,-0.092594,0.034439,0.020662,-0.081240,0.069407,,,,-0.053640,-0.089642,0.042873,,,,-0.005095,-0.099061,0.015309,0.045410,-0.100444,0.010161,,,,0.562527,-0.457966,0.055133,0.514102,-0.438376,0.009769,,,,,,,,,,,,,,,,,,
235,1.958333,0.689848,0.699761,0.109748,0.149669,0.001835,-0.092595,0.034437,0.020664,-0.081241,0.069409,,,,-0.053643,-0.089634,0.042878,,,,-0.005100,-0.099056,0.015305,0.045419,-0.100449,0.010155,,,,0.562535,-0.457981,0.055127,0.514106,-0.438377,0.009761,,,,,,,,,,,,,,,,,,
236,1.966667,0.689875,0.699745,0.109826,0.149557,0.001830,-0.092581,0.034445,0.020668,-0.081237,0.069415,,,,-0.053648,-0.089623,0.042887,,,,-0.005107,-0.099032,0.015317,0.045404,-0.100422,0.010168,,,,0.562529,-0.457981,0.055128,0.514120,-0.438396,0.009755,,,,,,,,,,,,,,,,,,
237,1.975000,0.689913,0.699717,0.109931,0.149435,0.001826,-0.092572,0.034445,0.020664,-0.081246,0.069408,,,,-0.053648,-0.089612,0.042885,,,,-0.005112,-0.099020,0.015320,0.045395,-0.100403,0.010166,,,,0.562538,-0.457994,0.055124,0.514113,-0.438382,0.009755,,,,,,,,,,,,,,,,,,
238,1.983333,0.689867,0.699760,0.109912,0.149461,0.001831,-0.092578,0.034438,0.020666,-0.081243,0.069406,,,,-0.053638,-0.089631,0.042876,,,,-0.005105,-0.099031,0.015308,0.045405,-0.100415,0.010156,,,,0.562543,-0.457993,0.055124,0.514117,-0.438413,0.009751,,,,,,,,,,,,,,,,,,
239,1.991667,0.689859,0.699770,0.109922,0.149447,0.001831,-0.092582,0.034438,0.020666,-0.081251,0.069409,,,,-0.053641,-0.089626,0.042881,,,,-0.005102,-0.099047,0.015306,0.045400,-0.100405,0.010158,,,,0.562532,-0.457976,0.055135,0.514097,-0.438384,0.009759,,,,,,,,,,,,,,,,,,
240,2.000000,0.689927,0.699710,0.109935,0.149399,0.001829,-0.092577,0.034446,0.020673,-0.081254,0.069411,,,,-0.053645,-0.089614,0.042889,,,,-0.005111,-0.099029,0.015324,0.045396,-0.100407,0.010167,,,,0.562544,-0.457976,0.055127,0.514091,-0.438376,0.009767,,,,,,,,,,,,,,,,,,
241,2.008333,0.689900,0.699744,0.109907,0.149392,0.001830,-0.092575,0.034452,0.020672,-0.081250,0.069411,,,,-0.053640,-0.089617,0.042899,,,,-0.005107,-0.099037,0.015326,0.045394,-0.100398,0.010173,,,,0.562524,-0.457968,0.055132,0.514096,-0.438373,0.009767,,,,,,,,,,,,,,,,,,
242,2.016667,0.689910,0.699739,0.109801,0.149446,0.001827,-0.092579,0.034452,0.020670,-0.081244,0.069413,,,,-0.053646,-0.089617,0.042902,,,,-0.005114,-0.099039,0.015326,0.045394,-0.100420,0.010164,,,,0.562527,-0.457979,0.055136,0.514098,-0.438377,0.009765,,,,,,,,,,,,,,,,,,
243,2.025000,0.689926,0.699728,0.109713,0.149487,0.001824,-0.092580,0.034452,0.020669,-0.081238,0.069410,,,,-0.053646,-0.089616,0.042907,,,,-0.005118,-0.099033,0.015328,0.045391,-0.100432,0.010164,,,,0.562530,-0.457977,0.055138,0.514095,-0.438379,0.009757,,,,,,,,,,,,,,,,,,
244,2.033333,0.689913,0.699748,0.109662,0.149489,0.001819,-0.092576,0.034458,0.020664,-0.081231,0.069415,,,,-0.053649,-0.089611,0.042917,,,,-0.005121,-0.099035,0.015334,0.045374,-0.100423,0.010170,,,,0.562531,-0.457975,0.055134,0.514095,-0.438364,0.009771,,,,,,,,,,,,,,,,,,
245,2.041667,0.689898,0.699767,0.109690,0.149449,0.001814,-0.092569,0.034461,0.020661,-0.081228,0.069417,,,,-0.053650,-0.089608,0.042917,,,,-0.005128,-0.099029,0.015340,0.045368,-0.100407,0.010172,,,,0.562535,-0.457981,0.055137,0.514084,-0.438353,0.009779,,,,,,,,,,,,,,,,,,
246,2.050000,0.689927,0.699738,0.109710,0.149437,0.001813,-0.092577,0.034458,0.020660,-0.081239,0.069419,,,,-0.053649,-0.089619,0.042912,,,,-0.005131,-0.099031,0.015331,0.045369,-0.100429,0.010166,,,,0.562531,-0.457983,0.055131,0.514106,-0.438385,0.009763,,,,,,,,,,,,,,,,,,
247,2.058333,0.689981,0.699687,0.109697,0.149434,0.001809,-0.092580,0.034456,0.020656,-0.081246,0.069418,,,,-0.053658,-0.089602,0.042914,,,,-0.005128,-0.099043,0.015331,0.045360,-0.100428,0.010160,,,,0.562532,-0.457973,0.055131,0.514102,-0.438385,0.009761,,,,,,,,,,,,,,,,,,
248,2.066667,0.690020,0.699652,0.109827,0.149322,0.001801,-0.092575,0.034461,0.020652,-0.081260,0.069418,,,,-0.053666,-0.089599,0.042917,,,,-0.005137,-0.099031,0.015337,0.045346,-0.100408,0.010174,,,,0.562521,-0.457969,0.055133,0.514104,-0.438386,0.009758,,,,,,,,,,,,,,,,,,
249,2.075000,0.689995,0.699673,0.109915,0.149277,0.001796,-0.092572,0.034461,0.020650,-0.081260,0.069416,,,,-0.053668,-0.089606,0.042909,,,,-0.005145,-0.099026,0.015338,0.045343,-0.100395,0.010181,,,,0.562527,-0.457969,0.055130,0.514098,-0.438383,0.009756,,,,,,,,,,,,,,,,,,
250,2.083333,0.690067,0.699599,0.109868,0.149325,0.001797,-0.092582,0.034455,0.020649,-0.081270,0.069416,,,,-0.053679,-0.089598,0.042908,,,,-0.005133,-0.099039,0.015330,0.045351,-0.100429,0.010161,,,,0.562522,-0.457964,0.055142,0.514099,-0.438377,0.009760,,,,,,,,,,,,,,,,,,
251,2.091667,0.689992,0.699653,0.109833,0.149444,0.001797,-0.092597,0.034446,0.020636,-0.081267,0.069412,,,,-0.053670,-0.089631,0.042890,,,,-0.005138,-0.099052,0.015314,0.045361,-0.100449,0.010158,,,,0.562536,-0.457983,0.055129,0.514096,-0.438386,0.009764,,,,,,,,,,,,,,,,,,
252,2.100000,0.689944,0.699694,0.109965,0.149374,0.001795,-0.092599,0.034446,0.020634,-0.081278,0.069412,,,,-0.053667,-0.089649,0.042882,,,,-0.005141,-0.099035,0.015323,0.045352,-0.100434,0.010166,,,,0.562529,-0.457976,0.055136,0.514088,-0.438367,0.009768,,,,,,,,,,,,,,,,,,
253,2.108333,0.689993,0.699641,0.109961,0.149402,0.001790,-0.092589,0.034448,0.020628,-0.081269,0.069414,,,,-0.053683,-0.089613,0.042889,,,,-0.005141,-0.099041,0.015320,0.045351,-0.100425,0.010168,,,,0.562519,-0.457961,0.055142,0.514106,-0.438383,0.009760,,,,,,,,,,,,,,,,,,
254,2.116667,0.689950,0.699673,0.110022,0.149407,0.001792,-0.092596,0.034441,0.020625,-0.081275,0.069411,,,,-0.053673,-0.089645,0.042874,,,,-0.005137,-0.099036,0.015308,0.045356,-0.100434,0.010166,,,,0.562522,-0.457980,0.055130,0.514100,-0.438380,0.009759,,,,,,,,,,,,,,,,,,
255,2.125000,0.689933,0.699664,0.109935,0.149591,0.001798,-0.092602,0.034430,0.020624,-0.081267,0.069404,,,,-0.053679,-0.089630,0.042857,,,,-0.005124,-0.099065,0.015298,0.045376,-0.100451,0.010153,,,,0.562517,-0.457976,0.055133,0.514095,-0.438370,0.009768,,,,,,,,,,,,,,,,,,
256,2.133333,0.689817,0.699762,0.110101,0.149544,0.001801,-0.092608,0.034424,0.020618,-0.081278,0.069401,,,,-0.053666,-0.089670,0.042841,,,,-0.005118,-0.099060,0.015285,0.045371,-0.100426,0.010165,,,,0.562527,-0.457970,0.055128,0.514103,-0.438378,0.009762,,,,,,,,,,,,,,,,,,
257,2.141667,0.689754,0.699798,0.110187,0.149604,0.001806,-0.092613,0.034418,0.020615,-0.081279,0.069398,,,,-0.053664,-0.089678,0.042824,,,,-0.005111,-0.099068,0.015278,0.045387,-0.100430,0.010169,,,,0.562526,-0.457969,0.055132,0.514087,-0.438357,0.009768,,,,,,,,,,,,,,,,,,
258,2.150000,0.689730,0.699807,0.110206,0.149661,0.001814,-0.092626,0.034406,0.020619,-0.081287,0.069391,,,,-0.053659,-0.089699,0.042804,,,,-0.005102,-0.099075,0.015266,0.045404,-0.100453,0.010151,,,,0.562525,-0.457966,0.055127,0.514090,-0.438372,0.009771,,,,,,,,,,,,,,,,,,
259,2.158333,0.689628,0.699886,0.110260,0.149718,0.001825,-0.092646,0.034393,0.020617,-0.081301,0.069389,,,,-0.053643,-0.089734,0.042786,,,,-0.005079,-0.099109,0.015241,0.045414,-0.100459,0.010146,,,,0.562521,-0.457961,0.055136,0.514113,-0.438391,0.009757,,,,,,,,,,,,,,,,,,
260,2.166667,0.689619,0.699895,0.110314,0.149678,0.001834,-0.092649,0.034391,0.020629,-0.081303,0.069390,,,,-0.053638,-0.089738,0.042785,,,,-0.005078,-0.099094,0.015246,0.045425,-0.100459,0.010145,,,,0.562531,-0.457985,0.055138,0.514102,-0.438381,0.009762,,,,,,,,,,,,,,,,,,
261,2.175000,0.689677,0.699825,0.110389,0.149681,0.001836,-0.092638,0.034391,0.020624,-0.081303,0.069387,,,,-0.053645,-0.089707,0.042782,,,,-0.005072,-0.099090,0.015242,0.045436,-0.100444,0.010150,,,,0.562526,-0.457971,0.055135,0.514113,-0.438400,0.009749,,,,,,,,,,,,,,,,,,
262,2.183333,0.689573,0.699916,0.110458,0.149688,0.001850,-0.092651,0.034381,0.020635,-0.081312,0.069385,,,,-0.053621,-0.089753,0.042760,,,,-0.005052,-0.099107,0.015231,0.045450,-0.100447,0.010140,,,,0.562541,-0.458005,0.055121,0.514112,-0.438398,0.009749,,,,,,,,,,,,,,,,,,
263,2.191667,0.689478,0.700003,0.110489,0.149697,0.001863,-0.092659,0.034374,0.020642,-0.081310,0.069382,,,,-0.053610,-0.089772,0.042751,,,,-0.005044,-0.099112,0.015224,0.045472,-0.100446,0.010132,,,,0.562533,-0.457969,0.055136,0.514102,-0.438379,0.009754,,,,,,,,,,,,,,,,,,
