,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,stick_left,diabolo_green,diabolo_green,diabolo_green,diabolo_green,diabolo_green,diabolo_green,diabolo_green,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_bluewhite,diabolo_green:Marker1,diabolo_green:Marker1,diabolo_green:Marker1,diabolo_green:Marker2,diabolo_green:Marker2,diabolo_green:Marker2,diabolo_green:Marker3,diabolo_green:Marker3,diabolo_green:Marker3
,,"F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","554EA255773611EAC7808BD7B5C2AB81","81496661773911EAC7808BD7B5C2AB81","81496661773911EAC7808BD7B5C2AB81","81496661773911EAC7808BD7B5C2AB81","81496661773911EAC7808BD7B5C2AB81","81496661773911EAC7808BD7B5C2AB81","81496661773911EAC7808BD7B5C2AB81","81496661773911EAC7808BD7B5C2AB81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","E770B9D79E8C11EAC8808BD7B5C0AD81","C5200","C5200","C5200","C5220","C5220","C5220","C5210","C5210","C5210"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
25,0.208333,,,,,,,,,,,,,,,,,,,,,,0.669260,0.671401,0.234294,0.215448,-0.006695,0.044946,0.049183,,,,,,,,0.004940,0.043795,0.066942,-0.016196,0.044514,0.063432,-0.008834,0.046532,0.017096
26,0.216667,,,,,,,,,,,,,,,,,,,,,,0.669618,0.671050,0.234114,0.215625,-0.006700,0.044956,0.049187,,,,,,,,0.004939,0.043794,0.066947,-0.016210,0.044539,0.063438,-0.008838,0.046539,0.017099
27,0.225000,,,,,,,,,,,,,,,,,,,,,,0.669294,0.671347,0.234302,0.215503,-0.006702,0.044958,0.049184,,,,,,,,0.004933,0.043807,0.066947,-0.016206,0.044529,0.063430,-0.008838,0.046544,0.017097
28,0.233333,,,,,,,,,,,,,,,,,,,,,,0.669726,0.670940,0.234161,0.215581,-0.006699,0.044951,0.049183,,,,,,,,0.004943,0.043781,0.066945,-0.016208,0.044534,0.063431,-0.008836,0.046542,0.017096
29,0.241667,,,,,,,,,,,,,,,,,,,,,,0.669604,0.671068,0.234226,0.215490,-0.006691,0.044942,0.049182,,,,,,,,0.004950,0.043777,0.066940,-0.016197,0.044518,0.063430,-0.008829,0.046534,0.017098
30,0.250000,,,,,,,,,,,,,,,,,,,,,,0.669391,0.671261,0.234306,0.215466,-0.006692,0.044942,0.049182,,,,,,,,0.004949,0.043785,0.066942,-0.016202,0.044513,0.063430,-0.008829,0.046531,0.017098
31,0.258333,,,,,,,,,,,,,,,,,,,,,,0.669347,0.671294,0.234330,0.215474,-0.006689,0.044932,0.049180,,,,,,,,0.004951,0.043775,0.066943,-0.016197,0.044502,0.063428,-0.008825,0.046520,0.017090
32,0.266667,,,,,,,,,,,,,,,,,,,,,,0.669515,0.671137,0.234219,0.215560,-0.006689,0.044939,0.049179,,,,,,,,0.004948,0.043779,0.066936,-0.016197,0.044517,0.063429,-0.008824,0.046526,0.017094
33,0.275000,,,,,,,,,,,,,,,,,,,,,,0.669775,0.670882,0.233996,0.215788,-0.006693,0.044945,0.049185,,,,,,,,0.004949,0.043781,0.066945,-0.016208,0.044538,0.063438,-0.008826,0.046521,0.017096
34,0.283333,,,,,,,,,,,,,,,,,,,,,,0.669430,0.671220,0.234251,0.215529,-0.006695,0.044952,0.049186,,,,,,,,0.004942,0.043796,0.066949,-0.016201,0.044526,0.063435,-0.008832,0.046540,0.017096
35,0.291667,,,,,,,,,,,,,,,,,,,,,,0.669559,0.671110,0.234258,0.215465,-0.006694,0.044950,0.049184,,,,,,,,0.004946,0.043785,0.066942,-0.016201,0.044525,0.063432,-0.008833,0.046544,0.017099
36,0.300000,,,,,,,,,,,,,,,,,,,,,,0.669255,0.671355,0.234283,0.215619,-0.006691,0.044944,0.049182,,,,,,,,0.004941,0.043796,0.066945,-0.016197,0.044518,0.063428,-0.008822,0.046521,0.017094
37,0.308333,,,,,,,,,,,,,,,,,,,,,,0.669407,0.671234,0.234269,0.215540,-0.006686,0.044935,0.049179,,,,,,,,0.004950,0.043777,0.066938,-0.016193,0.044509,0.063428,-0.008821,0.046521,0.017092
38,0.316667,,,,,,,,,,,,,,,,,,,,,,0.669612,0.671075,0.234264,0.215404,-0.006689,0.044942,0.049181,,,,,,,,0.004952,0.043775,0.066940,-0.016193,0.044517,0.063429,-0.008831,0.046542,0.017098
39,0.325000,,,,,,,,,,,,,,,,,,,,,,0.669578,0.671065,0.234158,0.215656,-0.006689,0.044944,0.049181,,,,,,,,0.004949,0.043784,0.066946,-0.016198,0.044527,0.063430,-0.008823,0.046525,0.017088
40,0.333333,,,,,,,,,,,,,,,,,,,,,,0.669344,0.671313,0.234263,0.215496,-0.006687,0.044938,0.049182,,,,,,,,0.004949,0.043785,0.066942,-0.016190,0.044509,0.063434,-0.008824,0.046524,0.017091
41,0.341667,,,,,,,,,,,,,,,,,,,,,,0.669453,0.671198,0.234234,0.215547,-0.006692,0.044947,0.049185,,,,,,,,0.004943,0.043789,0.066944,-0.016198,0.044524,0.063436,-0.008827,0.046533,0.017099
42,0.350000,,,,,,,,,,,,,,,,,,,,,,0.669430,0.671219,0.234189,0.215600,-0.006692,0.044947,0.049182,,,,,,,,0.004945,0.043793,0.066944,-0.016197,0.044525,0.063430,-0.008827,0.046528,0.017094
43,0.358333,,,,,,,,,,,,,,,,,,,,,,0.669727,0.670966,0.234143,0.215517,-0.006690,0.044945,0.049182,,,,,,,,0.004956,0.043775,0.066938,-0.016201,0.044526,0.063436,-0.008829,0.046538,0.017095
44,0.366667,,,,,,,,,,,,,,,,,,,,,,0.669745,0.670918,0.234136,0.215617,-0.006689,0.044940,0.049180,,,,,,,,0.004950,0.043771,0.066940,-0.016199,0.044523,0.063432,-0.008824,0.046527,0.017090
45,0.375000,,,,,,,,,,,,,,,,,,,,,,0.669704,0.670935,0.234040,0.215798,-0.006690,0.044936,0.049181,,,,,,,,0.004946,0.043774,0.066942,-0.016201,0.044525,0.063434,-0.008821,0.046510,0.017090
46,0.383333,,,,,,,,,,,,,,,,,,,,,,0.669448,0.671191,0.234237,0.215581,-0.006693,0.044940,0.049184,,,,,,,,0.004943,0.043784,0.066948,-0.016200,0.044516,0.063432,-0.008829,0.046526,0.017095
47,0.391667,,,,,,,,,,,,,,,,,,,,,,0.669667,0.671005,0.234147,0.215578,-0.006695,0.044946,0.049181,,,,,,,,0.004947,0.043781,0.066938,-0.016205,0.044529,0.063432,-0.008833,0.046535,0.017095
48,0.400000,,,,,,,,,,,,,,,,,,,,,,0.669547,0.671112,0.234245,0.215510,-0.006695,0.044947,0.049184,,,,,,,,0.004946,0.043784,0.066947,-0.016204,0.044522,0.063431,-0.008833,0.046538,0.017096
