,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red:Marker1,diabolo_red:Marker1,diabolo_red:Marker1,diabolo_red:Marker2,diabolo_red:Marker2,diabolo_red:Marker2,diabolo_red:Marker3,diabolo_red:Marker3,diabolo_red:Marker3,tracker:Unlabeled 1031,tracker:Unlabeled 1031,tracker:Unlabeled 1031,tracker:tracking_marker_0,tracker:tracking_marker_0,tracker:tracking_marker_0
,,"803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","562CCB4BC75A11EAC8808BD7B5C0B781","562CCB4BC75A11EAC8808BD7B5C0B781","562CCB4BC75A11EAC8808BD7B5C0B781","562CCB4CC75A11EAC8808BD7B5C0B781","562CCB4CC75A11EAC8808BD7B5C0B781","562CCB4CC75A11EAC8808BD7B5C0B781","C6B60","C6B60","C6B60","39B8B0B1C75A11EAC8808BD7B5C0B781","39B8B0B1C75A11EAC8808BD7B5C0B781","39B8B0B1C75A11EAC8808BD7B5C0B781","D86B6AD5C75C11EAC8808BD7B5C0B781","D86B6AD5C75C11EAC8808BD7B5C0B781","D86B6AD5C75C11EAC8808BD7B5C0B781"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
258,2.150000,0.957538,0.024768,-0.004877,-0.287201,-0.005327,0.007746,0.047308,-0.003083,-0.032636,0.029176,-0.005541,0.014875,0.014550,-0.007359,0.041005,0.098190,,,,,,
259,2.158333,0.957552,0.024749,-0.004895,-0.287154,-0.005327,0.007751,0.047306,-0.003084,-0.032633,0.029178,-0.005542,0.014878,0.014547,-0.007355,0.041016,0.098183,,,,,,
260,2.166667,0.957565,0.024751,-0.004918,-0.287110,-0.005324,0.007755,0.047304,-0.003081,-0.032630,0.029180,-0.005541,0.014879,0.014546,-0.007351,0.041024,0.098178,,,,,,
261,2.175000,0.957570,0.024756,-0.004910,-0.287095,-0.005327,0.007758,0.047303,-0.003083,-0.032627,0.029179,-0.005543,0.014880,0.014545,-0.007355,0.041027,0.098176,,,,,,
262,2.183333,0.957573,0.024764,-0.004935,-0.287083,-0.005326,0.007760,0.047304,-0.003081,-0.032627,0.029182,-0.005543,0.014882,0.014546,-0.007352,0.041030,0.098177,,,,,,
263,2.191667,0.957570,0.024774,-0.004938,-0.287091,-0.005323,0.007759,0.047306,-0.003077,-0.032628,0.029184,-0.005540,0.014883,0.014550,-0.007350,0.041028,0.098179,,,,,,
264,2.200000,0.957566,0.024756,-0.004934,-0.287106,-0.005322,0.007758,0.047305,-0.003079,-0.032629,0.029182,-0.005540,0.014884,0.014546,-0.007348,0.041025,0.098179,,,,,,
265,2.208333,0.957553,0.024774,-0.004934,-0.287148,-0.005321,0.007755,0.047304,-0.003076,-0.032627,0.029177,-0.005539,0.014880,0.014548,-0.007349,0.041015,0.098180,,,,,,
266,2.216667,0.957556,0.024780,-0.004958,-0.287139,-0.005319,0.007754,0.047304,-0.003074,-0.032633,0.029179,-0.005539,0.014882,0.014548,-0.007345,0.041016,0.098177,,,,,,
267,2.225000,0.957555,0.024766,-0.004918,-0.287144,-0.005319,0.007753,0.047302,-0.003074,-0.032630,0.029175,-0.005535,0.014881,0.014549,-0.007347,0.041015,0.098174,,,,,,
268,2.233333,0.957552,0.024809,-0.004993,-0.287146,-0.005317,0.007753,0.047302,-0.003069,-0.032633,0.029176,-0.005540,0.014881,0.014545,-0.007343,0.041015,0.098179,,,,,,
269,2.241667,0.957552,0.024779,-0.004977,-0.287151,-0.005316,0.007753,0.047303,-0.003071,-0.032633,0.029175,-0.005536,0.014882,0.014548,-0.007340,0.041014,0.098177,,,,,,
270,2.250000,0.957554,0.024763,-0.004964,-0.287147,-0.005316,0.007751,0.047303,-0.003072,-0.032636,0.029175,-0.005535,0.014880,0.014549,-0.007340,0.041015,0.098178,,,,,,
271,2.258333,0.957546,0.024744,-0.005016,-0.287174,-0.005312,0.007749,0.047305,-0.003070,-0.032636,0.029175,-0.005535,0.014881,0.014554,-0.007328,0.041008,0.098179,,,,,,
272,2.266667,0.957543,0.024720,-0.005031,-0.287186,-0.005313,0.007746,0.047302,-0.003074,-0.032641,0.029170,-0.005538,0.014878,0.014551,-0.007328,0.041003,0.098175,,,,,,
273,2.275000,0.957536,0.024666,-0.005032,-0.287212,-0.005312,0.007742,0.047300,-0.003078,-0.032647,0.029164,-0.005537,0.014878,0.014553,-0.007321,0.040998,0.098175,,,,,,
274,2.283333,0.957531,0.024700,-0.005094,-0.287226,-0.005310,0.007739,0.047299,-0.003072,-0.032648,0.029162,-0.005539,0.014876,0.014555,-0.007317,0.040994,0.098174,,,,,,
275,2.291667,0.957518,0.024691,-0.005136,-0.287269,-0.005310,0.007734,0.047298,-0.003074,-0.032655,0.029156,-0.005542,0.014874,0.014554,-0.007313,0.040984,0.098177,,,,,,
276,2.300000,0.957501,0.024684,-0.005141,-0.287326,-0.005313,0.007727,0.047295,-0.003078,-0.032662,0.029147,-0.005546,0.014874,0.014552,-0.007316,0.040970,0.098176,,,,,,
277,2.308333,0.957481,0.024656,-0.005135,-0.287396,-0.005312,0.007719,0.047291,-0.003079,-0.032666,0.029138,-0.005544,0.014869,0.014550,-0.007312,0.040955,0.098178,,,,,,
278,2.316667,0.957455,0.024669,-0.005159,-0.287481,-0.005312,0.007709,0.047291,-0.003078,-0.032675,0.029129,-0.005546,0.014866,0.014555,-0.007311,0.040936,0.098183,,,,,,
279,2.325000,0.957423,0.024648,-0.005142,-0.287589,-0.005312,0.007699,0.047291,-0.003080,-0.032684,0.029119,-0.005545,0.014866,0.014559,-0.007310,0.040913,0.098189,,,,,,
280,2.333333,0.957387,0.024645,-0.005181,-0.287710,-0.005310,0.007685,0.047292,-0.003078,-0.032692,0.029110,-0.005546,0.014861,0.014564,-0.007304,0.040886,0.098196,,,,,,
281,2.341667,0.957342,0.024667,-0.005234,-0.287854,-0.005309,0.007670,0.047291,-0.003076,-0.032703,0.029097,-0.005549,0.014857,0.014566,-0.007301,0.040854,0.098204,,,,,,
282,2.350000,0.957295,0.024642,-0.005221,-0.288014,-0.005307,0.007653,0.047292,-0.003077,-0.032714,0.029084,-0.005547,0.014850,0.014568,-0.007298,0.040820,0.098217,,,,,,
283,2.358333,0.957237,0.024668,-0.005223,-0.288206,-0.005309,0.007635,0.047291,-0.003076,-0.032725,0.029066,-0.005549,0.014843,0.014569,-0.007302,0.040780,0.098232,,,,,,
284,2.366667,0.957171,0.024685,-0.005223,-0.288421,-0.005308,0.007615,0.047292,-0.003075,-0.032734,0.029050,-0.005549,0.014839,0.014573,-0.007302,0.040736,0.098247,,,,,,
285,2.375000,0.957107,0.024678,-0.005184,-0.288634,-0.005308,0.007597,0.047293,-0.003075,-0.032744,0.029034,-0.005546,0.014836,0.014577,-0.007304,0.040695,0.098263,,,,,,
286,2.383333,0.957052,0.024666,-0.005196,-0.288820,-0.005305,0.007578,0.047296,-0.003073,-0.032758,0.029025,-0.005544,0.014831,0.014583,-0.007297,0.040655,0.098278,,,,,,
287,2.391667,0.957002,0.024639,-0.005198,-0.288988,-0.005303,0.007563,0.047299,-0.003074,-0.032763,0.029014,-0.005543,0.014826,0.014585,-0.007293,0.040623,0.098294,,,,,,
288,2.400000,0.956973,0.024639,-0.005188,-0.289083,-0.005303,0.007553,0.047301,-0.003073,-0.032768,0.029010,-0.005542,0.014823,0.014588,-0.007293,0.040605,0.098301,,,,,,
289,2.408333,0.956956,0.024662,-0.005188,-0.289136,-0.005302,0.007546,0.047303,-0.003070,-0.032773,0.029008,-0.005541,0.014820,0.014589,-0.007295,0.040594,0.098307,,,,,,
290,2.416667,0.956954,0.024680,-0.005179,-0.289142,-0.005301,0.007547,0.047304,-0.003068,-0.032770,0.029009,-0.005539,0.014821,0.014590,-0.007296,0.040597,0.098308,,,,,,
291,2.425000,0.956971,0.024646,-0.005144,-0.289091,-0.005302,0.007556,0.047305,-0.003073,-0.032762,0.029015,-0.005538,0.014826,0.014589,-0.007297,0.040613,0.098305,,,,,,
292,2.433333,0.957007,0.024683,-0.005183,-0.288967,-0.005301,0.007567,0.047305,-0.003067,-0.032754,0.029028,-0.005540,0.014829,0.014583,-0.007296,0.040640,0.098297,,,,,,
293,2.441667,0.957056,0.024717,-0.005161,-0.288800,-0.005302,0.007585,0.047305,-0.003065,-0.032741,0.029044,-0.005538,0.014835,0.014580,-0.007304,0.040675,0.098285,,,,,,
294,2.450000,0.957117,0.024689,-0.005107,-0.288603,-0.005302,0.007606,0.047306,-0.003068,-0.032727,0.029060,-0.005534,0.014841,0.014578,-0.007305,0.040720,0.098272,,,,,,
295,2.458333,0.957184,0.024727,-0.005085,-0.288378,-0.005304,0.007627,0.047305,-0.003065,-0.032713,0.029078,-0.005535,0.014845,0.014573,-0.007314,0.040765,0.098256,,,,,,
296,2.466667,0.957240,0.024711,-0.005072,-0.288195,-0.005306,0.007647,0.047307,-0.003069,-0.032699,0.029095,-0.005535,0.014852,0.014575,-0.007314,0.040804,0.098248,,,,,,
297,2.475000,0.957288,0.024696,-0.005079,-0.288034,-0.005307,0.007664,0.047308,-0.003071,-0.032688,0.029108,-0.005536,0.014857,0.014570,-0.007313,0.040838,0.098238,,,,,,
298,2.483333,0.957334,0.024688,-0.005070,-0.287883,-0.005307,0.007679,0.047308,-0.003071,-0.032680,0.029121,-0.005535,0.014860,0.014568,-0.007314,0.040869,0.098229,,,,,,
299,2.491667,0.957366,0.024685,-0.005052,-0.287778,-0.005309,0.007687,0.047307,-0.003074,-0.032678,0.029127,-0.005536,0.014862,0.014566,-0.007318,0.040887,0.098222,,,,,,
300,2.500000,0.957378,0.024649,-0.005034,-0.287741,-0.005311,0.007690,0.047304,-0.003079,-0.032677,0.029123,-0.005537,0.014861,0.014564,-0.007318,0.040893,0.098216,,,,,,
301,2.508333,0.957376,0.024651,-0.005053,-0.287747,-0.005314,0.007688,0.047301,-0.003081,-0.032680,0.029119,-0.005542,0.014859,0.014562,-0.007320,0.040889,0.098214,,,,,,
302,2.516667,0.957371,0.024679,-0.005065,-0.287761,-0.005313,0.007685,0.047301,-0.003077,-0.032684,0.029118,-0.005541,0.014857,0.014562,-0.007321,0.040883,0.098216,,,,,,
303,2.525000,0.957357,0.024696,-0.005061,-0.287806,-0.005315,0.007679,0.047303,-0.003078,-0.032687,0.029118,-0.005543,0.014857,0.014565,-0.007324,0.040871,0.098219,,,,,,
304,2.533333,0.957334,0.024692,-0.005066,-0.287884,-0.005314,0.007671,0.047306,-0.003078,-0.032692,0.029113,-0.005542,0.014852,0.014567,-0.007322,0.040855,0.098232,,,,,,
305,2.541667,0.957308,0.024678,-0.005044,-0.287972,-0.005315,0.007664,0.047308,-0.003080,-0.032696,0.029106,-0.005542,0.014849,0.014571,-0.007323,0.040838,0.098241,,,,,,
306,2.550000,0.957279,0.024680,-0.004991,-0.288067,-0.005317,0.007654,0.047310,-0.003082,-0.032702,0.029102,-0.005541,0.014847,0.014573,-0.007331,0.040816,0.098248,,,,,,
307,2.558333,0.957238,0.024721,-0.004974,-0.288201,-0.005317,0.007644,0.047311,-0.003076,-0.032705,0.029090,-0.005539,0.014844,0.014572,-0.007335,0.040792,0.098263,,,,,,
308,2.566667,0.957207,0.024737,-0.004988,-0.288301,-0.005318,0.007631,0.047314,-0.003078,-0.032712,0.029090,-0.005542,0.014837,0.014573,-0.007335,0.040766,0.098271,,,,,,
309,2.575000,0.957178,0.024735,-0.004967,-0.288400,-0.005318,0.007622,0.047315,-0.003077,-0.032717,0.029079,-0.005539,0.014834,0.014579,-0.007336,0.040749,0.098279,,,,,,
310,2.583333,0.957147,0.024764,-0.004993,-0.288498,-0.005317,0.007613,0.047316,-0.003074,-0.032719,0.029074,-0.005542,0.014831,0.014576,-0.007336,0.040729,0.098291,,,,,,
311,2.591667,0.957120,0.024757,-0.004989,-0.288589,-0.005318,0.007606,0.047318,-0.003077,-0.032723,0.029067,-0.005542,0.014830,0.014583,-0.007336,0.040714,0.098297,,,,,,
312,2.600000,0.957103,0.024721,-0.004951,-0.288650,-0.005317,0.007602,0.047318,-0.003078,-0.032725,0.029063,-0.005537,0.014831,0.014586,-0.007334,0.040703,0.098299,,,,,,
313,2.608333,0.957091,0.024719,-0.004944,-0.288688,-0.005315,0.007598,0.047322,-0.003075,-0.032728,0.029065,-0.005536,0.014830,0.014588,-0.007332,0.040696,0.098306,,,,,,
314,2.616667,0.957093,0.024732,-0.004942,-0.288680,-0.005313,0.007599,0.047324,-0.003072,-0.032724,0.029069,-0.005533,0.014830,0.014591,-0.007332,0.040698,0.098306,,,,,,
315,2.625000,0.957104,0.024741,-0.004943,-0.288643,-0.005312,0.007605,0.047324,-0.003071,-0.032719,0.029073,-0.005533,0.014834,0.014588,-0.007332,0.040709,0.098302,,,,,,
316,2.633333,0.957120,0.024713,-0.004972,-0.288593,-0.005311,0.007610,0.047324,-0.003073,-0.032719,0.029076,-0.005534,0.014836,0.014587,-0.007325,0.040721,0.098300,,,,,,
317,2.641667,0.957151,0.024707,-0.004973,-0.288490,-0.005309,0.007620,0.047323,-0.003071,-0.032711,0.029084,-0.005531,0.014839,0.014584,-0.007324,0.040745,0.098292,,,,,,
318,2.650000,0.957184,0.024692,-0.004937,-0.288382,-0.005310,0.007631,0.047320,-0.003074,-0.032706,0.029089,-0.005530,0.014842,0.014580,-0.007328,0.040768,0.098281,,,,,,
319,2.658333,0.957214,0.024675,-0.004920,-0.288285,-0.005311,0.007643,0.047319,-0.003075,-0.032695,0.029096,-0.005529,0.014846,0.014577,-0.007327,0.040792,0.098277,,,,,,
320,2.666667,0.957248,0.024695,-0.004950,-0.288169,-0.005310,0.007656,0.047322,-0.003072,-0.032686,0.029109,-0.005531,0.014849,0.014580,-0.007327,0.040817,0.098271,,,,,,
321,2.675000,0.957285,0.024687,-0.004904,-0.288048,-0.005311,0.007665,0.047321,-0.003074,-0.032685,0.029117,-0.005528,0.014852,0.014579,-0.007332,0.040839,0.098260,,,,,,
322,2.683333,0.957313,0.024732,-0.004956,-0.287950,-0.005312,0.007673,0.047321,-0.003071,-0.032680,0.029126,-0.005534,0.014853,0.014574,-0.007332,0.040856,0.098255,,,,,,
323,2.691667,0.957332,0.024718,-0.004957,-0.287889,-0.005312,0.007680,0.047322,-0.003073,-0.032676,0.029132,-0.005532,0.014857,0.014573,-0.007330,0.040868,0.098253,,,,,,
324,2.700000,0.957347,0.024703,-0.004913,-0.287842,-0.005315,0.007683,0.047321,-0.003077,-0.032673,0.029135,-0.005532,0.014855,0.014573,-0.007337,0.040875,0.098248,,,,,,
325,2.708333,0.957348,0.024698,-0.004883,-0.287837,-0.005319,0.007684,0.047318,-0.003081,-0.032673,0.029132,-0.005535,0.014856,0.014569,-0.007343,0.040874,0.098245,,,,,,
326,2.716667,0.957343,0.024738,-0.004919,-0.287852,-0.005317,0.007681,0.047319,-0.003074,-0.032676,0.029134,-0.005535,0.014855,0.014570,-0.007340,0.040868,0.098247,,,,,,
327,2.725000,0.957323,0.024741,-0.004909,-0.287919,-0.005319,0.007674,0.047319,-0.003078,-0.032681,0.029126,-0.005536,0.014852,0.014572,-0.007344,0.040852,0.098253,,,,,,
328,2.733333,0.957288,0.024737,-0.004917,-0.288035,-0.005320,0.007663,0.047319,-0.003079,-0.032687,0.029116,-0.005538,0.014847,0.014573,-0.007343,0.040826,0.098262,,,,,,
329,2.741667,0.957241,0.024728,-0.004890,-0.288193,-0.005321,0.007647,0.047321,-0.003081,-0.032698,0.029105,-0.005538,0.014844,0.014576,-0.007346,0.040791,0.098274,,,,,,
330,2.750000,0.957190,0.024754,-0.004943,-0.288357,-0.005321,0.007628,0.047322,-0.003078,-0.032710,0.029093,-0.005542,0.014835,0.014579,-0.007342,0.040754,0.098288,,,,,,
331,2.758333,0.957131,0.024735,-0.004950,-0.288554,-0.005320,0.007610,0.047322,-0.003080,-0.032721,0.029074,-0.005541,0.014830,0.014583,-0.007339,0.040714,0.098302,,,,,,
332,2.766667,0.957070,0.024746,-0.004944,-0.288756,-0.005320,0.007590,0.047324,-0.003078,-0.032735,0.029062,-0.005541,0.014826,0.014589,-0.007341,0.040671,0.098316,,,,,,
333,2.775000,0.957013,0.024755,-0.004989,-0.288942,-0.005319,0.007571,0.047324,-0.003078,-0.032747,0.029045,-0.005544,0.014821,0.014591,-0.007335,0.040635,0.098329,,,,,,
334,2.783333,0.956962,0.024737,-0.005010,-0.289115,-0.005316,0.007553,0.047325,-0.003076,-0.032757,0.029032,-0.005542,0.014814,0.014597,-0.007328,0.040598,0.098341,,,,,,
335,2.791667,0.956910,0.024714,-0.005018,-0.289289,-0.005313,0.007538,0.047325,-0.003076,-0.032765,0.029015,-0.005540,0.014811,0.014602,-0.007323,0.040565,0.098351,,,,,,
336,2.800000,0.956868,0.024652,-0.005007,-0.289431,-0.005312,0.007525,0.047327,-0.003082,-0.032775,0.029007,-0.005539,0.014809,0.014607,-0.007316,0.040539,0.098363,,,,,,
337,2.808333,0.956831,0.024649,-0.005082,-0.289554,-0.005310,0.007513,0.047329,-0.003078,-0.032782,0.028998,-0.005543,0.014804,0.014610,-0.007306,0.040513,0.098373,,,,,,
338,2.816667,0.956800,0.024629,-0.005140,-0.289658,-0.005308,0.007502,0.047332,-0.003080,-0.032790,0.028993,-0.005545,0.014802,0.014614,-0.007298,0.040493,0.098383,,,,,,
339,2.825000,0.956780,0.024616,-0.005208,-0.289722,-0.005308,0.007494,0.047333,-0.003082,-0.032796,0.028989,-0.005550,0.014798,0.014617,-0.007291,0.040479,0.098388,,,,,,
340,2.833333,0.956757,0.024548,-0.005326,-0.289801,-0.005312,0.007488,0.047338,-0.003096,-0.032797,0.028987,-0.005565,0.014798,0.014620,-0.007279,0.040467,0.098402,,,,,,
341,2.841667,0.956726,0.024526,-0.005460,-0.289904,-0.005325,0.007487,0.047354,-0.003114,-0.032786,0.028998,-0.005588,0.014798,0.014633,-0.007282,0.040454,0.098434,,,,,,
342,2.850000,0.956698,0.024496,-0.005566,-0.289996,-0.005334,0.007485,0.047362,-0.003126,-0.032783,0.028997,-0.005603,0.014799,0.014636,-0.007278,0.040443,0.098450,,,,,,
343,2.858333,0.956690,0.024454,-0.005696,-0.290024,-0.005338,0.007483,0.047362,-0.003135,-0.032785,0.028993,-0.005616,0.014798,0.014637,-0.007267,0.040439,0.098445,,,,,,
344,2.866667,0.956688,0.024397,-0.005778,-0.290032,-0.005343,0.007482,0.047359,-0.003146,-0.032786,0.028990,-0.005626,0.014801,0.014635,-0.007261,0.040438,0.098441,,,,,,
345,2.875000,0.956691,0.024358,-0.005881,-0.290024,-0.005345,0.007485,0.047364,-0.003152,-0.032781,0.028999,-0.005635,0.014800,0.014639,-0.007251,0.040443,0.098451,,,,,,
346,2.883333,0.956701,0.024305,-0.005961,-0.289994,-0.005352,0.007491,0.047370,-0.003166,-0.032774,0.029008,-0.005648,0.014803,0.014642,-0.007248,0.040454,0.098456,,,,,,
347,2.891667,0.956721,0.024294,-0.006017,-0.289928,-0.005361,0.007499,0.047377,-0.003175,-0.032766,0.029024,-0.005660,0.014805,0.014643,-0.007253,0.040469,0.098462,,,,,,
348,2.900000,0.956745,0.024272,-0.006062,-0.289851,-0.005369,0.007511,0.047387,-0.003186,-0.032755,0.029041,-0.005671,0.014811,0.014648,-0.007255,0.040490,0.098469,,,,,,
349,2.908333,0.956782,0.024284,-0.006086,-0.289725,-0.005380,0.007525,0.047392,-0.003197,-0.032741,0.029058,-0.005684,0.014812,0.014645,-0.007268,0.040520,0.098468,,,,,,
350,2.916667,0.956833,0.024269,-0.006093,-0.289559,-0.005392,0.007546,0.047395,-0.003211,-0.032719,0.029076,-0.005695,0.014819,0.014640,-0.007277,0.040560,0.098459,,,,,,
351,2.925000,0.956912,0.024259,-0.006096,-0.289299,-0.005402,0.007574,0.047398,-0.003221,-0.032699,0.029104,-0.005704,0.014826,0.014633,-0.007287,0.040621,0.098448,,,,,,
352,2.933333,0.957008,0.024273,-0.006080,-0.288982,-0.005413,0.007611,0.047403,-0.003230,-0.032668,0.029138,-0.005713,0.014839,0.014631,-0.007303,0.040694,0.098434,,,,,,
353,2.941667,0.957117,0.024276,-0.006078,-0.288618,-0.005421,0.007652,0.047406,-0.003238,-0.032640,0.029170,-0.005720,0.014851,0.014623,-0.007311,0.040777,0.098415,,,,,,
354,2.950000,0.957218,0.024243,-0.006075,-0.288286,-0.005427,0.007688,0.047407,-0.003246,-0.032617,0.029195,-0.005724,0.014861,0.014619,-0.007313,0.040849,0.098397,,,,,,
355,2.958333,0.957293,0.024209,-0.006062,-0.288040,-0.005431,0.007716,0.047409,-0.003253,-0.032598,0.029218,-0.005728,0.014871,0.014615,-0.007317,0.040897,0.098384,,,,,,
356,2.966667,0.957337,0.024207,-0.006080,-0.287894,-0.005434,0.007732,0.047413,-0.003255,-0.032589,0.029233,-0.005731,0.014876,0.014618,-0.007318,0.040926,0.098382,,,,,,
357,2.975000,0.957354,0.024221,-0.006163,-0.287835,-0.005437,0.007742,0.047415,-0.003258,-0.032580,0.029239,-0.005741,0.014881,0.014615,-0.007314,0.040936,0.098380,,,,,,
358,2.983333,0.957357,0.024214,-0.006212,-0.287824,-0.005435,0.007743,0.047412,-0.003256,-0.032584,0.029235,-0.005740,0.014883,0.014615,-0.007307,0.040935,0.098372,,,,,,
359,2.991667,0.957346,0.024185,-0.006304,-0.287862,-0.005432,0.007737,0.047407,-0.003257,-0.032593,0.029225,-0.005745,0.014882,0.014613,-0.007292,0.040923,0.098369,,,,,,
360,3.000000,0.957321,0.024139,-0.006396,-0.287948,-0.005428,0.007726,0.047403,-0.003259,-0.032602,0.029214,-0.005747,0.014878,0.014613,-0.007277,0.040899,0.098368,,,,,,
361,3.008333,0.957289,0.024091,-0.006429,-0.288057,-0.005428,0.007714,0.047401,-0.003263,-0.032611,0.029201,-0.005749,0.014874,0.014614,-0.007271,0.040878,0.098376,,,,,,
362,3.016667,0.957253,0.024070,-0.006496,-0.288176,-0.005427,0.007700,0.047405,-0.003264,-0.032619,0.029196,-0.005754,0.014865,0.014622,-0.007262,0.040850,0.098390,,,,,,
363,3.025000,0.957217,0.024033,-0.006520,-0.288296,-0.005429,0.007692,0.047415,-0.003271,-0.032620,0.029198,-0.005757,0.014866,0.014630,-0.007260,0.040831,0.098413,,,,,,
364,3.033333,0.957193,0.024022,-0.006549,-0.288378,-0.005438,0.007689,0.047431,-0.003283,-0.032610,0.029211,-0.005770,0.014861,0.014643,-0.007267,0.040822,0.098441,,,,,,
365,3.041667,0.957176,0.024044,-0.006576,-0.288431,-0.005451,0.007696,0.047446,-0.003295,-0.032593,0.029224,-0.005785,0.014867,0.014646,-0.007282,0.040825,0.098467,,,,,,
366,3.050000,0.957169,0.024068,-0.006604,-0.288454,-0.005464,0.007709,0.047460,-0.003307,-0.032571,0.029237,-0.005800,0.014878,0.014653,-0.007295,0.040838,0.098485,,,,,,
367,3.058333,0.957163,0.024140,-0.006631,-0.288466,-0.005479,0.007728,0.047472,-0.003316,-0.032545,0.029248,-0.005817,0.014894,0.014659,-0.007317,0.040857,0.098504,,,,,,
368,3.066667,0.957153,0.024247,-0.006688,-0.288489,-0.005493,0.007756,0.047480,-0.003319,-0.032512,0.029256,-0.005833,0.014923,0.014659,-0.007334,0.040882,0.098518,,,,,,
369,3.075000,0.957148,0.024349,-0.006784,-0.288493,-0.005501,0.007786,0.047488,-0.003319,-0.032481,0.029265,-0.005847,0.014954,0.014662,-0.007343,0.040912,0.098527,,,,,,
370,3.083333,0.957139,0.024441,-0.006837,-0.288516,-0.005507,0.007817,0.047491,-0.003318,-0.032449,0.029265,-0.005855,0.014987,0.014667,-0.007354,0.040939,0.098530,,,,,,
371,3.091667,0.957119,0.024510,-0.006958,-0.288571,-0.005511,0.007840,0.047492,-0.003316,-0.032427,0.029257,-0.005867,0.015012,0.014671,-0.007351,0.040955,0.098535,,,,,,
372,3.100000,0.957093,0.024548,-0.007090,-0.288654,-0.005512,0.007847,0.047489,-0.003316,-0.032424,0.029245,-0.005877,0.015026,0.014671,-0.007345,0.040949,0.098534,,,,,,
373,3.108333,0.957039,0.024554,-0.007258,-0.288826,-0.005516,0.007838,0.047490,-0.003323,-0.032429,0.029231,-0.005894,0.015025,0.014676,-0.007334,0.040914,0.098551,,,,,,
374,3.116667,0.956967,0.024557,-0.007366,-0.289062,-0.005522,0.007822,0.047491,-0.003330,-0.032436,0.029212,-0.005906,0.015025,0.014679,-0.007333,0.040870,0.098570,,,,,,
375,3.125000,0.956890,0.024577,-0.007486,-0.289313,-0.005531,0.007802,0.047497,-0.003340,-0.032445,0.029200,-0.005925,0.015022,0.014688,-0.007334,0.040822,0.098596,,,,,,
376,3.133333,0.956820,0.024570,-0.007588,-0.289540,-0.005544,0.007788,0.047506,-0.003357,-0.032443,0.029191,-0.005946,0.015019,0.014696,-0.007339,0.040786,0.098625,,,,,,
377,3.141667,0.956765,0.024587,-0.007710,-0.289717,-0.005559,0.007785,0.047519,-0.003372,-0.032434,0.029193,-0.005970,0.015027,0.014706,-0.007346,0.040767,0.098653,,,,,,
378,3.150000,0.956741,0.024602,-0.007826,-0.289793,-0.005575,0.007798,0.047532,-0.003389,-0.032413,0.029203,-0.005994,0.015046,0.014714,-0.007354,0.040779,0.098674,,,,,,
379,3.158333,0.956743,0.024708,-0.007945,-0.289775,-0.005591,0.007841,0.047546,-0.003394,-0.032360,0.029223,-0.006016,0.015091,0.014721,-0.007373,0.040832,0.098690,,,,,,
380,3.166667,0.956759,0.024951,-0.008042,-0.289698,-0.005611,0.007920,0.047567,-0.003392,-0.032268,0.029255,-0.006042,0.015168,0.014740,-0.007413,0.040926,0.098708,,,,,,
381,3.175000,0.956797,0.025371,-0.008125,-0.289535,-0.005647,0.008051,0.047584,-0.003394,-0.032125,0.029288,-0.006086,0.015299,0.014748,-0.007491,0.041086,0.098710,,,,,,
382,3.183333,0.956869,0.026028,-0.008375,-0.289229,-0.005707,0.008232,0.047585,-0.003399,-0.031940,0.029312,-0.006167,0.015463,0.014737,-0.007600,0.041313,0.098689,,,,,,
383,3.191667,0.956954,0.026828,-0.008829,-0.288863,-0.005784,0.008449,0.047568,-0.003414,-0.031727,0.029319,-0.006277,0.015665,0.014713,-0.007720,0.041574,0.098639,,,,,,
384,3.200000,0.957052,0.027627,-0.009255,-0.288448,-0.005873,0.008677,0.047548,-0.003439,-0.031517,0.029331,-0.006390,0.015870,0.014700,-0.007854,0.041848,0.098585,,,,,,
385,3.208333,0.957114,0.028365,-0.009619,-0.288158,-0.005952,0.008887,0.047551,-0.003455,-0.031318,0.029363,-0.006485,0.016056,0.014701,-0.007970,0.042072,0.098579,,,,,,
386,3.216667,0.957120,0.028967,-0.009919,-0.288069,-0.006026,0.009069,0.047561,-0.003483,-0.031138,0.029376,-0.006575,0.016225,0.014710,-0.008074,0.042250,0.098590,,,,,,
387,3.225000,0.957111,0.029479,-0.010175,-0.288040,-0.006099,0.009214,0.047568,-0.003515,-0.031000,0.029382,-0.006661,0.016359,0.014717,-0.008174,0.042387,0.098594,,,,,,
