,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red:Marker1,diabolo_red:Marker1,diabolo_red:Marker1,diabolo_red:Marker2,diabolo_red:Marker2,diabolo_red:Marker2,diabolo_red:Marker3,diabolo_red:Marker3,diabolo_red:Marker3,tracker:Unlabeled 1031,tracker:Unlabeled 1031,tracker:Unlabeled 1031,tracker:tracking_marker_0,tracker:tracking_marker_0,tracker:tracking_marker_0
,,"803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","562CCB4BC75A11EAC8808BD7B5C0B781","562CCB4BC75A11EAC8808BD7B5C0B781","562CCB4BC75A11EAC8808BD7B5C0B781","562CCB4CC75A11EAC8808BD7B5C0B781","562CCB4CC75A11EAC8808BD7B5C0B781","562CCB4CC75A11EAC8808BD7B5C0B781","C6B60","C6B60","C6B60","39B8B0B1C75A11EAC8808BD7B5C0B781","39B8B0B1C75A11EAC8808BD7B5C0B781","39B8B0B1C75A11EAC8808BD7B5C0B781","D86B6AD5C75C11EAC8808BD7B5C0B781","D86B6AD5C75C11EAC8808BD7B5C0B781","D86B6AD5C75C11EAC8808BD7B5C0B781"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
734,6.116667,0.961325,0.098080,0.073044,-0.246777,0.003938,0.017363,0.093954,0.013223,-0.023698,0.079868,0.009605,0.022034,0.060974,-0.010771,0.053364,0.140505,,,,-0.029414,0.010571,0.104088
735,6.125000,0.961553,0.096479,0.072299,-0.246742,0.004116,0.017070,0.093597,0.013256,-0.024023,0.079505,0.009724,0.021721,0.060608,-0.010391,0.053115,0.140191,,,,-0.029256,0.010363,0.103805
736,6.133333,0.961775,0.094916,0.071620,-0.246679,0.004285,0.016775,0.093268,0.013282,-0.024345,0.079178,0.009833,0.021406,0.060284,-0.010036,0.052867,0.139897,,,,-0.029062,0.010163,0.103567
737,6.141667,0.961977,0.093350,0.070999,-0.246670,0.004447,0.016472,0.092966,0.013301,-0.024678,0.078864,0.009944,0.021084,0.059981,-0.009681,0.052591,0.139639,,,,-0.028916,0.009937,0.103342
738,6.150000,0.962142,0.091748,0.070440,-0.246786,0.004609,0.016146,0.092685,0.013321,-0.025041,0.078564,0.010059,0.020748,0.059697,-0.009329,0.052275,0.139409,,,,-0.028745,0.009704,0.103127
739,6.158333,0.962274,0.090045,0.070017,-0.247018,0.004774,0.015789,0.092424,0.013333,-0.025430,0.078265,0.010188,0.020375,0.059446,-0.008968,0.051915,0.139201,,,,-0.028588,0.009416,0.102915
740,6.166667,0.962381,0.088162,0.069708,-0.247370,0.004946,0.015392,0.092170,0.013338,-0.025864,0.077958,0.010328,0.019970,0.059183,-0.008587,0.051502,0.139004,,,,-0.028414,0.009118,0.102714
741,6.175000,0.962487,0.086136,0.069408,-0.247753,0.005129,0.014950,0.091911,0.013346,-0.026347,0.077645,0.010479,0.019517,0.058919,-0.008178,0.051050,0.138794,,,,-0.028234,0.008788,0.102513
742,6.183333,0.962612,0.083932,0.069180,-0.248087,0.005316,0.014466,0.091646,0.013333,-0.026873,0.077328,0.010636,0.019018,0.058651,-0.007762,0.050568,0.138575,,,,-0.028049,0.008409,0.102296
743,6.191667,0.962759,0.081611,0.068958,-0.248353,0.005500,0.013949,0.091371,0.013311,-0.027428,0.077013,0.010782,0.018491,0.058358,-0.007340,0.050064,0.138344,,,,-0.027887,0.008020,0.102062
744,6.200000,0.962914,0.079279,0.068583,-0.248611,0.005680,0.013409,0.091079,0.013284,-0.028000,0.076662,0.010911,0.017938,0.058048,-0.006908,0.049536,0.138096,,,,-0.027720,0.007611,0.101823
745,6.208333,0.963062,0.076830,0.068243,-0.248902,0.005850,0.012845,0.090768,0.013226,-0.028599,0.076294,0.011037,0.017364,0.057731,-0.006485,0.048980,0.137825,,,,-0.027562,0.007184,0.101570
746,6.216667,0.963215,0.074299,0.067823,-0.249191,0.006007,0.012251,0.090429,0.013155,-0.029236,0.075895,0.011131,0.016764,0.057357,-0.006054,0.048393,0.137526,,,,-0.027402,0.006739,0.101282
747,6.225000,0.963377,0.071643,0.067290,-0.249487,0.006148,0.011624,0.090050,0.013044,-0.029902,0.075444,0.011209,0.016116,0.056955,-0.005622,0.047773,0.137189,,,,-0.027277,0.006251,0.100967
748,6.233333,0.963571,0.068801,0.066627,-0.249717,0.006278,0.010951,0.089621,0.012912,-0.030624,0.074949,0.011261,0.015407,0.056482,-0.005161,0.047111,0.136785,,,,-0.027145,0.005722,0.100614
749,6.241667,0.963827,0.065826,0.065823,-0.249743,0.006410,0.010225,0.089155,0.012777,-0.031418,0.074458,0.011321,0.014635,0.055995,-0.004675,0.046421,0.136340,,,,-0.026599,0.005292,0.100257
750,6.250000,0.964124,0.062674,0.065094,-0.249599,0.006550,0.009462,0.088688,0.012629,-0.032225,0.073984,0.011396,0.013820,0.055522,-0.004176,0.045724,0.135907,,,,-0.026475,0.004695,0.099899
751,6.258333,0.964414,0.059529,0.064537,-0.249392,0.006697,0.008690,0.088263,0.012509,-0.033038,0.073581,0.011494,0.013018,0.055113,-0.003699,0.045025,0.135527,,,,-0.026355,0.004100,0.099572
752,6.266667,0.964639,0.056510,0.064172,-0.249321,0.006849,0.007939,0.087908,0.012397,-0.033795,0.073238,0.011605,0.012266,0.054784,-0.003242,0.044329,0.135245,,,,-0.026233,0.003530,0.099304
753,6.275000,0.964741,0.053648,0.064174,-0.249556,0.006997,0.007231,0.087634,0.012304,-0.034490,0.072956,0.011744,0.011593,0.054547,-0.002854,0.043642,0.135058,,,,-0.026108,0.002976,0.099099
754,6.283333,0.964714,0.051007,0.064478,-0.250136,0.007135,0.006567,0.087429,0.012222,-0.035142,0.072692,0.011879,0.010985,0.054376,-0.002507,0.042960,0.134955,,,,-0.025984,0.002452,0.098925
755,6.291667,0.964585,0.048423,0.064948,-0.251025,0.007265,0.005928,0.087259,0.012129,-0.035760,0.072426,0.012020,0.010405,0.054223,-0.002176,0.042260,0.134883,,,,-0.025859,0.001940,0.098765
756,6.300000,0.964401,0.045767,0.065508,-0.252081,0.007399,0.005288,0.087081,0.012045,-0.036398,0.072128,0.012174,0.009826,0.054041,-0.001823,0.041540,0.134791,,,,-0.025715,0.001411,0.098581
757,6.308333,0.964210,0.043006,0.065908,-0.253192,0.007542,0.004621,0.086858,0.011951,-0.037067,0.071759,0.012312,0.009198,0.053805,-0.001434,0.040776,0.134644,,,,-0.025534,0.000864,0.098355
758,6.316667,0.964071,0.040010,0.066190,-0.254138,0.007691,0.003912,0.086578,0.011835,-0.037794,0.071369,0.012460,0.008510,0.053501,-0.001006,0.040002,0.134421,,,,-0.025604,0.000267,0.098119
759,6.325000,0.964029,0.036894,0.066284,-0.254741,0.007851,0.003165,0.086258,0.011733,-0.038560,0.070979,0.012598,0.007760,0.053164,-0.000541,0.039229,0.134150,,,,-0.025454,-0.000312,0.097841
760,6.333333,0.964088,0.033788,0.066170,-0.254978,0.008009,0.002400,0.085928,0.011608,-0.039347,0.070623,0.012715,0.006983,0.052830,-0.000084,0.038490,0.133853,,,,-0.025305,-0.000881,0.097576
761,6.341667,0.964199,0.030696,0.066102,-0.254969,0.008154,0.001657,0.085613,0.011480,-0.040083,0.070305,0.012833,0.006239,0.052524,0.000350,0.037806,0.133571,,,,-0.025179,-0.001415,0.097328
762,6.350000,0.964301,0.027812,0.066034,-0.254932,0.008285,0.000964,0.085330,0.011361,-0.040763,0.070025,0.012927,0.005557,0.052248,0.000741,0.037161,0.133328,,,,-0.025061,-0.001911,0.097108
763,6.358333,0.964359,0.025190,0.065937,-0.255008,0.008398,0.000332,0.085082,0.011244,-0.041370,0.069764,0.013008,0.004958,0.052012,0.001092,0.036568,0.133128,,,,-0.024952,-0.002363,0.096928
764,6.366667,0.964367,0.022748,0.065940,-0.255209,0.008503,-0.000245,0.084867,0.011143,-0.041925,0.069526,0.013099,0.004403,0.051813,0.001415,0.036004,0.132961,,,,-0.024846,-0.002783,0.096763
765,6.375000,0.964318,0.020440,0.065996,-0.255572,0.008604,-0.000785,0.084668,0.011046,-0.042444,0.069275,0.013183,0.003900,0.051620,0.001724,0.035450,0.132818,,,,-0.024752,-0.003173,0.096601
766,6.383333,0.964200,0.018139,0.066105,-0.256164,0.008703,-0.001311,0.084457,0.010947,-0.042955,0.068976,0.013277,0.003412,0.051399,0.002031,0.034871,0.132665,,,,-0.024642,-0.003570,0.096408
767,6.391667,0.964009,0.015747,0.066137,-0.257030,0.008805,-0.001847,0.084202,0.010840,-0.043473,0.068591,0.013355,0.002922,0.051118,0.002366,0.034239,0.132480,,,,-0.024537,-0.003995,0.096161
768,6.400000,0.963762,0.013121,0.066043,-0.258127,0.008911,-0.002421,0.083881,0.010710,-0.044038,0.068120,0.013436,0.002391,0.050774,0.002742,0.033537,0.132233,,,,-0.024418,-0.004459,0.095860
769,6.408333,0.963558,0.010253,0.065808,-0.259074,0.009026,-0.003055,0.083506,0.010574,-0.044683,0.067645,0.013511,0.001766,0.050377,0.003164,0.032812,0.131919,,,,-0.024275,-0.004966,0.095536
770,6.416667,0.963475,0.007249,0.065554,-0.259550,0.009148,-0.003745,0.083124,0.010429,-0.045387,0.067238,0.013604,0.001055,0.050001,0.003592,0.032089,0.131592,,,,-0.024136,-0.005495,0.095230
771,6.425000,0.963451,0.004136,0.065481,-0.259724,0.009269,-0.004466,0.082792,0.010270,-0.046113,0.066909,0.013698,0.000321,0.049705,0.004008,0.031361,0.131324,,,,-0.024010,-0.006026,0.094983
772,6.433333,0.963405,0.001036,0.065591,-0.259899,0.009376,-0.005177,0.082524,0.010103,-0.046803,0.066628,0.013787,-0.000373,0.049459,0.004378,0.030656,0.131122,,,,-0.023897,-0.006545,0.094791
773,6.441667,0.963338,-0.001858,0.065733,-0.260107,0.009458,-0.005858,0.082302,0.009931,-0.047463,0.066394,0.013840,-0.001035,0.049259,0.004700,0.029976,0.130950,,,,-0.023823,-0.007036,0.094630
774,6.450000,0.963265,-0.004616,0.065963,-0.260286,0.009508,-0.006512,0.082111,0.009726,-0.048094,0.066183,0.013879,-0.001679,0.049071,0.004968,0.029325,0.130802,,,,-0.023777,-0.007515,0.094479
775,6.458333,0.963188,-0.007362,0.066242,-0.260436,0.009533,-0.007165,0.081937,0.009507,-0.048749,0.065988,0.013890,-0.002343,0.048907,0.005229,0.028653,0.130661,,,,-0.023754,-0.007998,0.094339
776,6.466667,0.963088,-0.010227,0.066566,-0.260626,0.009549,-0.007840,0.081772,0.009265,-0.049418,0.065789,0.013912,-0.003027,0.048744,0.005493,0.027943,0.130532,,,,-0.023727,-0.008501,0.094206
777,6.475000,0.962946,-0.013257,0.067015,-0.260901,0.009558,-0.008543,0.081615,0.009006,-0.050118,0.065593,0.013926,-0.003733,0.048598,0.005752,0.027200,0.130423,,,,-0.023723,-0.009029,0.094078
778,6.483333,0.962724,-0.016391,0.067594,-0.261389,0.009561,-0.009265,0.081466,0.008738,-0.050808,0.065372,0.013951,-0.004433,0.048461,0.005999,0.026404,0.130340,,,,-0.023717,-0.009570,0.093948
779,6.491667,0.962418,-0.019520,0.068252,-0.262131,0.009562,-0.009995,0.081325,0.008480,-0.051504,0.065150,0.013973,-0.005115,0.048332,0.006236,0.025587,0.130281,,,,-0.023707,-0.010120,0.093820
780,6.500000,0.962026,-0.022673,0.069127,-0.263083,0.009567,-0.010730,0.081204,0.008223,-0.052188,0.064929,0.014033,-0.005800,0.048251,0.006458,0.024736,0.130267,,,,-0.023705,-0.010677,0.093706
781,6.508333,0.961555,-0.025861,0.070206,-0.264222,0.009575,-0.011468,0.081111,0.007973,-0.052869,0.064727,0.014094,-0.006466,0.048181,0.006673,0.023875,0.130294,,,,-0.023701,-0.011239,0.093607
782,6.516667,0.961069,-0.029032,0.071446,-0.265328,0.009582,-0.012211,0.081050,0.007718,-0.053568,0.064575,0.014171,-0.007161,0.048160,0.006863,0.023015,0.130336,,,,-0.023700,-0.011802,0.093537
783,6.525000,0.960618,-0.032177,0.072860,-0.266212,0.009582,-0.012964,0.081038,0.007464,-0.054273,0.064506,0.014243,-0.007882,0.048195,0.007037,0.022175,0.130422,,,,-0.023710,-0.012365,0.093514
784,6.533333,0.960198,-0.035240,0.074491,-0.266887,0.009579,-0.013717,0.081083,0.007218,-0.054979,0.064505,0.014342,-0.008610,0.048287,0.007174,0.021357,0.130549,,,,-0.023728,-0.012923,0.093535
785,6.541667,0.959783,-0.038165,0.076226,-0.267489,0.009569,-0.014457,0.081176,0.006976,-0.055669,0.064546,0.014420,-0.009310,0.048413,0.007294,0.020555,0.130714,,,,-0.023752,-0.013460,0.093583
786,6.550000,0.959362,-0.040963,0.077972,-0.268080,0.009553,-0.015171,0.081291,0.006738,-0.056326,0.064592,0.014505,-0.009987,0.048562,0.007389,0.019790,0.130883,,,,-0.023794,-0.013976,0.093638
787,6.558333,0.958923,-0.043640,0.079677,-0.268725,0.009522,-0.015854,0.081396,0.006493,-0.056942,0.064600,0.014555,-0.010624,0.048668,0.007463,0.019039,0.131035,,,,-0.023842,-0.014473,0.093677
788,6.566667,0.958451,-0.046255,0.081234,-0.269506,0.009481,-0.016518,0.081465,0.006243,-0.057551,0.064559,0.014601,-0.011241,0.048738,0.007542,0.018280,0.131158,,,,-0.023897,-0.014973,0.093673
789,6.575000,0.957957,-0.048877,0.082639,-0.270370,0.009434,-0.017181,0.081484,0.005984,-0.058160,0.064451,0.014620,-0.011862,0.048750,0.007626,0.017512,0.131223,,,,-0.023947,-0.015479,0.093629
790,6.583333,0.957450,-0.051552,0.083970,-0.271259,0.009378,-0.017855,0.081451,0.005706,-0.058783,0.064298,0.014636,-0.012498,0.048715,0.007705,0.016725,0.131246,,,,-0.024007,-0.016001,0.093545
791,6.591667,0.956919,-0.054379,0.085236,-0.272185,0.009313,-0.018551,0.081376,0.005404,-0.059426,0.064101,0.014629,-0.013158,0.048640,0.007807,0.015899,0.131236,,,,-0.024073,-0.016537,0.093425
792,6.600000,0.956383,-0.057301,0.086426,-0.273091,0.009235,-0.019272,0.081271,0.005083,-0.060092,0.063885,0.014606,-0.013852,0.048547,0.007889,0.015062,0.131200,,,,-0.024153,-0.017088,0.093293
793,6.608333,0.955854,-0.060276,0.087710,-0.273891,0.009143,-0.020009,0.081166,0.004746,-0.060773,0.063708,0.014586,-0.014556,0.048469,0.007962,0.014219,0.131172,,,,-0.024249,-0.017647,0.093172
794,6.616667,0.955308,-0.063188,0.089128,-0.274681,0.009042,-0.020749,0.081093,0.004417,-0.061445,0.063554,0.014561,-0.015260,0.048441,0.007990,0.013377,0.131194,,,,-0.024356,-0.018203,0.093074
795,6.625000,0.954712,-0.066001,0.090741,-0.275564,0.008932,-0.021484,0.081066,0.004090,-0.062103,0.063449,0.014553,-0.015946,0.048463,0.007994,0.012531,0.131271,,,,-0.024461,-0.018757,0.093021
796,6.633333,0.954073,-0.068740,0.092624,-0.276479,0.008821,-0.022207,0.081102,0.003777,-0.062755,0.063417,0.014565,-0.016618,0.048563,0.007961,0.011700,0.131417,,,,-0.024586,-0.019306,0.093011
797,6.641667,0.953401,-0.071358,0.094735,-0.277417,0.008703,-0.022922,0.081202,0.003464,-0.063394,0.063431,0.014575,-0.017289,0.048725,0.007890,0.010872,0.131624,,,,-0.024726,-0.019851,0.093048
798,6.650000,0.952682,-0.073931,0.097164,-0.278372,0.008577,-0.023637,0.081358,0.003153,-0.064034,0.063503,0.014610,-0.017971,0.048948,0.007781,0.010041,0.131884,,,,-0.024870,-0.020388,0.093128
799,6.658333,0.951946,-0.076423,0.099669,-0.279329,0.008434,-0.024353,0.081546,0.002826,-0.064675,0.063577,0.014601,-0.018645,0.049177,0.007649,0.009212,0.132151,,,,-0.025051,-0.020930,0.093201
800,6.666667,0.951217,-0.078882,0.102051,-0.280266,0.008257,-0.025078,0.081719,0.002448,-0.065340,0.063624,0.014553,-0.019343,0.049370,0.007481,0.008365,0.132382,,,,-0.025264,-0.021490,0.093253
801,6.675000,0.950479,-0.081494,0.104467,-0.281133,0.008040,-0.025838,0.081858,0.002016,-0.066046,0.063642,0.014466,-0.020094,0.049534,0.007293,0.007474,0.132568,,,,-0.025503,-0.022089,0.093284
802,6.683333,0.949733,-0.084302,0.106784,-0.281953,0.007792,-0.026653,0.081965,0.001540,-0.066814,0.063628,0.014340,-0.020913,0.049655,0.007114,0.006520,0.132736,,,,-0.025771,-0.022736,0.093287
803,6.691667,0.948965,-0.087313,0.109046,-0.282756,0.007523,-0.027532,0.082044,0.001032,-0.067639,0.063591,0.014203,-0.021799,0.049759,0.006928,0.005496,0.132871,,,,-0.026049,-0.023434,0.093275
804,6.700000,0.948137,-0.090489,0.111453,-0.283594,0.007244,-0.028460,0.082115,0.000513,-0.068493,0.063544,0.014072,-0.022719,0.049873,0.006733,0.004432,0.133025,,,,-0.026331,-0.024159,0.093254
805,6.708333,0.947246,-0.093646,0.113919,-0.284566,0.006963,-0.029405,0.082200,0.000010,-0.069337,0.063509,0.013940,-0.023624,0.050011,0.006523,0.003347,0.133211,,,,-0.026605,-0.024897,0.093262
806,6.716667,0.946313,-0.096624,0.116505,-0.285625,0.006689,-0.030337,0.082323,-0.000456,-0.070159,0.063528,0.013845,-0.024507,0.050206,0.006286,0.002291,0.133450,,,,-0.026882,-0.025615,0.093296
807,6.725000,0.945340,-0.099349,0.119407,-0.286714,0.006432,-0.031237,0.082518,-0.000872,-0.070941,0.063628,0.013791,-0.025352,0.050499,0.006008,0.001270,0.133773,,,,-0.027148,-0.026307,0.093389
808,6.733333,0.944322,-0.101803,0.122563,-0.287871,0.006192,-0.032101,0.082811,-0.001246,-0.071690,0.063829,0.013770,-0.026155,0.050899,0.005711,0.000284,0.134210,,,,-0.027403,-0.026977,0.093570
809,6.741667,0.943240,-0.104053,0.126172,-0.289053,0.005965,-0.032933,0.083220,-0.001586,-0.072415,0.064147,0.013804,-0.026940,0.051447,0.005348,-0.000663,0.134760,,,,-0.027665,-0.027619,0.093837
810,6.750000,0.942113,-0.106072,0.130268,-0.290177,0.005736,-0.033740,0.083755,-0.001912,-0.073124,0.064605,0.013844,-0.027705,0.052118,0.004927,-0.001573,0.135428,,,,-0.027935,-0.028237,0.094202
811,6.758333,0.940945,-0.107846,0.134681,-0.291296,0.005492,-0.034526,0.084412,-0.002228,-0.073814,0.065168,0.013894,-0.028455,0.052921,0.004438,-0.002469,0.136208,,,,-0.028235,-0.028848,0.094649
812,6.766667,0.939668,-0.109506,0.139443,-0.292556,0.005218,-0.035291,0.085146,-0.002580,-0.074472,0.065744,0.013918,-0.029170,0.053772,0.003871,-0.003354,0.137042,,,,-0.028584,-0.029433,0.095123
813,6.775000,0.938305,-0.111125,0.144241,-0.293989,0.004893,-0.036038,0.085887,-0.002977,-0.075111,0.066289,0.013877,-0.029866,0.054597,0.003258,-0.004246,0.137857,,,,-0.028984,-0.030018,0.095589
814,6.783333,0.936924,-0.112844,0.148825,-0.295451,0.004517,-0.036796,0.086585,-0.002977,-0.075111,0.066289,0.013877,-0.029866,0.054597,0.003258,-0.004246,0.137857,,,,-0.028984,-0.030018,0.095589
815,6.791667,0.935586,-0.114804,0.153098,-0.296749,0.004099,-0.037593,0.087217,-0.003450,-0.075779,0.066774,0.013766,-0.030602,0.055367,0.002633,-0.005165,0.138609,,,,-0.029423,-0.030616,0.096004
816,6.800000,0.934317,-0.117041,0.157046,-0.297810,0.003656,-0.038449,0.087773,-0.003982,-0.076499,0.067215,0.013597,-0.031397,0.056046,0.002035,-0.006116,0.139275,,,,-0.029874,-0.031258,0.096381
817,6.808333,0.933103,-0.119467,0.160733,-0.298682,0.003198,-0.039359,0.088260,-0.004567,-0.077291,0.067588,0.013387,-0.032277,0.056646,0.001468,-0.007113,0.139856,,,,-0.030338,-0.031946,0.096709
818,6.816667,0.931916,-0.121965,0.164219,-0.299483,0.002733,-0.040298,0.088698,-0.005170,-0.078121,0.067918,0.013147,-0.033211,0.057170,0.000921,-0.008144,0.140368,,,,-0.030805,-0.032669,0.096989
819,6.825000,0.930755,-0.124437,0.167553,-0.300227,0.002266,-0.041238,0.089119,-0.005785,-0.078968,0.068212,0.012898,-0.034159,0.057664,0.000387,-0.009195,0.140845,,,,-0.031280,-0.033405,0.097242
820,6.833333,0.929618,-0.126706,0.170865,-0.300935,0.001804,-0.042151,0.089556,-0.006394,-0.079805,0.068513,0.012630,-0.035098,0.058157,-0.000144,-0.010214,0.141313,,,,-0.031741,-0.034132,0.097498
821,6.841667,0.928432,-0.128737,0.174432,-0.301685,0.001353,-0.043023,0.090046,-0.006964,-0.080609,0.068851,0.012393,-0.035995,0.058676,-0.000700,-0.011197,0.141820,,,,-0.032194,-0.034836,0.097780
822,6.850000,0.927183,-0.130484,0.178330,-0.302497,0.000913,-0.043847,0.090611,-0.007500,-0.081372,0.069249,0.012181,-0.036852,0.059294,-0.001297,-0.012130,0.142387,,,,-0.032649,-0.035504,0.098101
823,6.858333,0.925838,-0.131989,0.182525,-0.303460,0.000479,-0.044618,0.091245,-0.007984,-0.082082,0.069722,0.012010,-0.037650,0.059989,-0.001938,-0.013015,0.143026,,,,-0.033107,-0.036134,0.098478
824,6.866667,0.924391,-0.133322,0.186922,-0.304610,0.000036,-0.045338,0.091919,-0.008450,-0.082735,0.070236,0.011855,-0.038387,0.060763,-0.002625,-0.013859,0.143743,,,,-0.033565,-0.036728,0.098898
825,6.875000,0.922930,-0.134825,0.190694,-0.306038,-0.000386,-0.046021,0.092619,-0.008907,-0.083337,0.070747,0.011693,-0.039063,0.061562,-0.003359,-0.014664,0.144474,,,,-0.034034,-0.037273,0.099321
826,6.883333,0.921478,-0.136192,0.194514,-0.307399,-0.000843,-0.046687,0.093293,-0.009364,-0.083904,0.071249,0.011509,-0.039695,0.062338,-0.003895,-0.015482,0.145356,,,,-0.034523,-0.037800,0.099733
827,6.891667,0.920057,-0.137229,0.198902,-0.308386,-0.001377,-0.047361,0.093899,-0.009868,-0.084477,0.071728,0.011283,-0.040344,0.063085,-0.004738,-0.016237,0.146004,,,,-0.035030,-0.038328,0.100125
828,6.900000,0.918588,-0.138699,0.203388,-0.309180,-0.001924,-0.048080,0.094502,-0.010415,-0.085085,0.072180,0.011007,-0.041041,0.063787,-0.005544,-0.017005,0.146614,,,,-0.035561,-0.038868,0.100493
829,6.908333,0.917194,-0.140296,0.207605,-0.309794,-0.002524,-0.048860,0.095120,-0.011026,-0.085758,0.072655,0.010754,-0.041805,0.064556,-0.006339,-0.017814,0.147228,,,,-0.036130,-0.039449,0.100864
830,6.916667,0.915941,-0.141744,0.211305,-0.310341,-0.003196,-0.049698,0.095759,-0.011708,-0.086487,0.073170,0.010329,-0.042655,0.065261,-0.007177,-0.018675,0.147862,,,,-0.036748,-0.040077,0.101265
831,6.925000,0.914669,-0.143329,0.215077,-0.310773,-0.003922,-0.050586,0.096441,-0.012451,-0.087270,0.073725,0.009871,-0.043553,0.066007,-0.008069,-0.019593,0.148545,,,,-0.037415,-0.040744,0.101700
832,6.933333,0.913516,-0.144857,0.218586,-0.311006,-0.004702,-0.051510,0.097158,-0.013267,-0.088102,0.074337,0.009343,-0.044523,0.066796,-0.008997,-0.020528,0.149258,,,,-0.038132,-0.041444,0.102182
833,6.941667,0.912266,-0.146610,0.222443,-0.311120,-0.005501,-0.052448,0.097908,-0.014118,-0.088965,0.074998,0.008738,-0.045524,0.067588,-0.009952,-0.021476,0.149994,,,,-0.038897,-0.042171,0.102695
834,6.950000,0.910846,-0.148656,0.226884,-0.311104,-0.006304,-0.053381,0.098691,-0.015007,-0.089832,0.075675,0.008212,-0.046537,0.068477,-0.010926,-0.022413,0.150744,,,,-0.039678,-0.042903,0.103233
835,6.958333,0.909483,-0.150527,0.231277,-0.310956,-0.007116,-0.054296,0.099506,-0.015903,-0.090702,0.076392,0.007665,-0.047545,0.069392,-0.011913,-0.023322,0.151502,,,,-0.040484,-0.043627,0.103799
836,6.966667,0.908184,-0.152110,0.235560,-0.310766,-0.007930,-0.055181,0.100363,-0.016790,-0.091555,0.077157,0.007111,-0.048530,0.070349,-0.012918,-0.024187,0.152287,,,,-0.041280,-0.044338,0.104401
837,6.975000,0.906946,-0.153291,0.239773,-0.310580,-0.008734,-0.056026,0.101282,-0.017647,-0.092380,0.077976,0.006546,-0.049480,0.071341,-0.013939,-0.025017,0.153120,,,,-0.042077,-0.045025,0.105043
838,6.983333,0.905693,-0.154088,0.244260,-0.310346,-0.009520,-0.056824,0.102295,-0.018444,-0.093166,0.078881,0.006008,-0.050385,0.072412,-0.014985,-0.025787,0.154021,,,,-0.042855,-0.045681,0.105734
839,6.991667,0.904364,-0.154492,0.249146,-0.310138,-0.010289,-0.057576,0.103426,-0.019190,-0.093920,0.079900,0.005510,-0.051260,0.073616,-0.016077,-0.026490,0.155015,,,,-0.043621,-0.046312,0.106508
840,7.000000,0.902943,-0.154535,0.254356,-0.310026,-0.011044,-0.058273,0.104669,-0.019872,-0.094629,0.081038,0.005058,-0.052070,0.074956,-0.017220,-0.027144,0.156122,,,,-0.044382,-0.046896,0.107363
841,7.008333,0.901484,-0.154290,0.259819,-0.309864,-0.011798,-0.058914,0.106006,-0.020518,-0.095291,0.082271,0.004631,-0.052824,0.076416,-0.018405,-0.027737,0.157321,,,,-0.045129,-0.047446,0.108302
842,7.016667,0.900023,-0.153795,0.265362,-0.309658,-0.012567,-0.059503,0.107397,-0.021144,-0.095909,0.083607,0.004212,-0.053528,0.077964,-0.019629,-0.028247,0.158578,,,,-0.045882,-0.047951,0.109300
843,7.025000,0.898519,-0.153276,0.270840,-0.309543,-0.013361,-0.060049,0.108770,-0.021776,-0.096479,0.084964,0.003758,-0.054186,0.079547,-0.020894,-0.028721,0.159851,,,,-0.046661,-0.048414,0.110312
844,7.033333,0.897041,-0.152868,0.276032,-0.309444,-0.014176,-0.060573,0.110065,-0.022444,-0.097005,0.086247,0.003279,-0.054789,0.081067,-0.022164,-0.029161,0.161075,,,,-0.047470,-0.048842,0.111278
845,7.041667,0.895653,-0.152655,0.280814,-0.309267,-0.015007,-0.061118,0.111254,-0.023144,-0.097527,0.087447,0.002743,-0.055401,0.082481,-0.023405,-0.029606,0.162199,,,,-0.048279,-0.049277,0.112190
846,7.050000,0.894591,-0.152398,0.284513,-0.309086,-0.015855,-0.061700,0.112295,-0.023894,-0.098089,0.088530,0.002174,-0.056054,0.083763,-0.024602,-0.030089,0.163217,,,,-0.049098,-0.049733,0.112998
847,7.058333,0.893630,-0.152454,0.287782,-0.308812,-0.016706,-0.062352,0.113234,-0.024691,-0.098717,0.089499,0.001526,-0.056675,0.084734,-0.025732,-0.030640,0.164120,,,,-0.049891,-0.050254,0.113747
848,7.066667,0.892407,-0.153183,0.291640,-0.308368,-0.017558,-0.063088,0.114144,-0.025519,-0.099405,0.090400,0.000906,-0.057484,0.085782,-0.026807,-0.031268,0.164956,,,,-0.050685,-0.050837,0.114436
