Format Version,1.22,Take Name,Take 2020-07-16 stick_right_downward_calib,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,18 Jan 1970 09:24:14 +0900,Total Frames in Take,3417,Total Exported Frames,2180,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right,stick_right
,,"F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81","F8108D4B772D11EAC7808BD7B5C2AB81"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
2148,17.900000,0.326739,-0.724849,-0.137867,-0.590616,0.000630,0.036702,0.099983
2149,17.908333,0.325404,-0.724260,-0.140873,-0.591367,0.000636,0.036030,0.100164
2150,17.916667,0.323546,-0.723723,-0.143450,-0.592423,0.000618,0.035350,0.100345
2151,17.925000,0.321420,-0.723189,-0.145639,-0.593697,0.000589,0.034672,0.100522
2152,17.933333,0.319515,-0.722530,-0.148088,-0.594920,0.000562,0.033993,0.100696
2153,17.941667,0.317917,-0.721903,-0.150861,-0.595840,0.000538,0.033316,0.100864
2154,17.950000,0.316421,-0.721183,-0.153823,-0.596750,0.000517,0.032626,0.101020
2155,17.958333,0.315131,-0.720417,-0.156944,-0.597545,0.000509,0.031939,0.101175
2156,17.966667,0.313883,-0.719680,-0.160084,-0.598257,0.000510,0.031248,0.101329
2157,17.975000,0.312795,-0.718934,-0.163278,-0.598860,0.000533,0.030565,0.101484
2158,17.983333,0.311384,-0.718263,-0.166658,-0.599469,0.000553,0.029871,0.101625
2159,17.991667,0.310024,-0.717540,-0.170018,-0.600096,0.000581,0.029174,0.101763
2160,18.000000,0.309563,-0.717324,-0.173296,-0.599654,0.000606,0.028535,0.101857
2161,18.008333,0.309362,-0.717551,-0.176513,-0.598548,0.000599,0.027944,0.101905
2162,18.016667,0.307511,-0.716882,-0.179363,-0.599454,0.000627,0.027231,0.102025
2163,18.025000,0.305467,-0.716330,-0.182026,-0.600356,0.000654,0.026510,0.102148
2164,18.033333,0.303455,-0.715781,-0.184579,-0.601251,0.000668,0.025799,0.102266
2165,18.041667,0.301544,-0.715243,-0.187155,-0.602056,0.000698,0.025101,0.102375
2166,18.050000,0.299448,-0.714798,-0.189703,-0.602833,0.000739,0.024379,0.102482
2167,18.058333,0.297821,-0.714201,-0.192608,-0.603425,0.000789,0.023712,0.102574
2168,18.066667,0.296327,-0.713590,-0.195636,-0.603909,0.000861,0.023058,0.102661
2169,18.075000,0.294753,-0.712985,-0.198580,-0.604433,0.000927,0.022358,0.102749
2170,18.083333,0.293251,-0.712403,-0.201555,-0.604865,0.000989,0.021657,0.102836
2171,18.091667,0.291803,-0.711808,-0.204726,-0.605201,0.001082,0.020994,0.102912
2172,18.100000,0.290284,-0.711204,-0.207933,-0.605547,0.001173,0.020343,0.102974
2173,18.108333,0.288763,-0.710579,-0.210916,-0.605977,0.001256,0.019659,0.103039
2174,18.116667,0.286814,-0.709397,-0.214174,-0.607144,0.001308,0.018958,0.103145
2175,18.125000,0.284921,-0.708425,-0.217063,-0.608143,0.001355,0.018268,0.103258
2176,18.133333,0.282730,-0.708517,-0.218714,-0.608467,0.001449,0.017586,0.103319
2177,18.141667,0.279793,-0.706976,-0.221582,-0.610576,0.001419,0.016860,0.103437
2178,18.150000,0.277364,-0.706500,-0.223573,-0.611507,0.001456,0.016173,0.103502
2179,18.158333,0.274853,-0.706056,-0.225452,-0.612464,0.001486,0.015493,0.103566
2180,18.166667,0.272265,-0.705677,-0.227296,-0.613374,0.001521,0.014817,0.103626
2181,18.175000,0.270064,-0.705147,-0.229403,-0.614172,0.001580,0.014162,0.103692
2182,18.183333,0.267667,-0.704441,-0.231520,-0.615236,0.001643,0.013502,0.103757
2183,18.191667,0.265632,-0.703661,-0.233898,-0.616111,0.001728,0.012852,0.103820
2184,18.200000,0.261928,-0.698039,-0.239783,-0.621803,0.001794,0.012230,0.104091
2185,18.208333,0.257024,-0.688810,-0.248037,-0.630839,0.001848,0.011630,0.104503
2186,18.216667,0.256036,-0.690540,-0.248970,-0.628978,0.001950,0.010968,0.104443
2187,18.225000,0.254951,-0.691183,-0.250730,-0.628013,0.002033,0.010321,0.104420
2188,18.233333,0.251468,-0.686867,-0.255428,-0.632245,0.002052,0.009626,0.104593
2189,18.241667,0.249178,-0.686137,-0.257641,-0.633046,0.002111,0.008932,0.104624
2190,18.250000,0.246970,-0.685380,-0.259902,-0.633807,0.002200,0.008278,0.104655
2191,18.258333,0.244971,-0.685332,-0.261699,-0.633895,0.002303,0.007626,0.104656
2192,18.266667,0.243001,-0.685427,-0.263547,-0.633786,0.002409,0.006965,0.104648
2193,18.275000,0.240358,-0.684039,-0.266297,-0.635142,0.002501,0.006287,0.104691
2194,18.283333,0.239458,-0.685918,-0.267187,-0.633078,0.002651,0.005652,0.104601
2195,18.291667,0.239377,-0.688744,-0.267684,-0.629822,0.002801,0.005032,0.104463
2196,18.300000,0.237859,-0.688470,-0.269986,-0.629714,0.002903,0.004365,0.104440
2197,18.308333,0.236141,-0.688121,-0.272193,-0.629792,0.002989,0.003698,0.104419
2198,18.316667,0.234221,-0.686978,-0.274874,-0.630592,0.003079,0.003070,0.104432
2199,18.325000,0.233131,-0.686512,-0.277261,-0.630459,0.003171,0.002489,0.104405
2200,18.333333,0.231818,-0.686049,-0.279444,-0.630482,0.003276,0.001921,0.104383
2201,18.341667,0.230860,-0.685758,-0.281614,-0.630185,0.003408,0.001420,0.104364
2202,18.350000,0.230060,-0.685257,-0.283901,-0.629996,0.003562,0.001007,0.104357
2203,18.358333,0.229642,-0.685340,-0.285592,-0.629294,0.003721,0.000646,0.104320
2204,18.366667,0.229415,-0.685498,-0.287059,-0.628537,0.003887,0.000362,0.104288
2205,18.375000,0.228571,-0.685378,-0.288156,-0.628473,0.004039,0.000133,0.104280
2206,18.383333,0.227862,-0.686201,-0.288151,-0.627834,0.004158,-0.000046,0.104232
2207,18.391667,0.226076,-0.686176,-0.288004,-0.628574,0.004223,-0.000212,0.104227
2208,18.400000,0.223669,-0.686266,-0.287127,-0.629738,0.004253,-0.000325,0.104237
2209,18.408333,0.221134,-0.686813,-0.285490,-0.630781,0.004267,-0.000380,0.104235
2210,18.416667,0.219233,-0.687290,-0.284175,-0.631517,0.004315,-0.000378,0.104237
2211,18.425000,0.218411,-0.687523,-0.283597,-0.631808,0.004391,-0.000301,0.104250
2212,18.433333,0.218602,-0.687891,-0.283450,-0.631408,0.004496,-0.000177,0.104253
2213,18.441667,0.219870,-0.688569,-0.283696,-0.630117,0.004626,-0.000021,0.104234
2214,18.450000,0.221468,-0.688518,-0.284749,-0.629137,0.004771,0.000146,0.104248
2215,18.458333,0.223320,-0.688525,-0.285816,-0.627989,0.004907,0.000310,0.104255
2216,18.466667,0.225160,-0.688862,-0.286685,-0.626565,0.005028,0.000464,0.104246
2217,18.475000,0.226588,-0.689141,-0.287365,-0.625431,0.005120,0.000586,0.104241
2218,18.483333,0.227952,-0.689940,-0.287530,-0.623976,0.005217,0.000707,0.104221
2219,18.491667,0.229263,-0.691459,-0.286986,-0.622062,0.005327,0.000815,0.104175
2220,18.500000,0.230224,-0.691989,-0.286985,-0.621118,0.005409,0.000924,0.104157
2221,18.508333,0.230984,-0.692406,-0.287022,-0.620354,0.005500,0.001039,0.104147
2222,18.516667,0.231211,-0.692487,-0.287121,-0.620133,0.005602,0.001149,0.104161
2223,18.525000,0.229924,-0.690450,-0.288182,-0.622387,0.005638,0.001179,0.104253
2224,18.533333,0.227322,-0.685501,-0.290846,-0.627552,0.005638,0.001202,0.104461
2225,18.541667,0.228326,-0.688000,-0.289104,-0.625253,0.005719,0.001317,0.104378
2226,18.550000,0.230482,-0.692880,-0.285990,-0.620487,0.005825,0.001465,0.104204
2227,18.558333,0.229251,-0.691318,-0.286595,-0.622404,0.005818,0.001477,0.104273
2228,18.566667,0.226635,-0.687097,-0.288781,-0.627008,0.005809,0.001484,0.104457
2229,18.575000,0.226516,-0.687381,-0.288393,-0.626919,0.005859,0.001560,0.104461
2230,18.583333,0.226426,-0.687528,-0.288141,-0.626906,0.005910,0.001633,0.104471
2231,18.591667,0.227448,-0.689536,-0.286899,-0.624897,0.006000,0.001756,0.104410
2232,18.600000,0.230234,-0.694894,-0.283661,-0.619396,0.006114,0.001903,0.104205
2233,18.608333,0.231182,-0.696657,-0.282411,-0.617631,0.006182,0.002000,0.104144
2234,18.616667,0.229797,-0.694240,-0.283556,-0.620339,0.006189,0.002048,0.104254
2235,18.625000,0.227539,-0.690023,-0.285731,-0.624862,0.006166,0.002068,0.104430
2236,18.633333,0.228994,-0.692566,-0.284124,-0.622244,0.006258,0.002222,0.104350
2237,18.641667,0.230452,-0.695239,-0.282452,-0.619480,0.006339,0.002373,0.104257
2238,18.650000,0.227927,-0.690145,-0.285294,-0.624785,0.006354,0.002460,0.104478
2239,18.658333,0.228459,-0.690452,-0.285134,-0.624325,0.006434,0.002616,0.104481
2240,18.666667,0.229203,-0.691453,-0.284501,-0.623232,0.006511,0.002759,0.104448
2241,18.675000,0.229784,-0.692462,-0.283838,-0.622198,0.006596,0.002893,0.104418
2242,18.683333,0.230523,-0.692887,-0.283663,-0.621532,0.006669,0.003025,0.104409
2243,18.691667,0.230767,-0.692636,-0.283849,-0.621636,0.006732,0.003144,0.104434
2244,18.700000,0.230876,-0.692792,-0.283593,-0.621539,0.006762,0.003210,0.104437
2245,18.708333,0.230766,-0.692836,-0.283345,-0.621644,0.006773,0.003259,0.104442
2246,18.716667,0.230474,-0.692636,-0.283267,-0.622010,0.006781,0.003313,0.104460
2247,18.725000,0.230426,-0.692908,-0.282866,-0.621908,0.006780,0.003355,0.104453
2248,18.733333,0.230464,-0.693251,-0.282386,-0.621729,0.006768,0.003362,0.104437
2249,18.741667,0.230405,-0.693289,-0.282250,-0.621770,0.006763,0.003376,0.104437
2250,18.750000,0.230427,-0.693050,-0.282449,-0.621938,0.006770,0.003405,0.104451
2251,18.758333,0.230849,-0.693676,-0.282110,-0.621238,0.006760,0.003401,0.104417
2252,18.766667,0.230624,-0.693140,-0.282495,-0.621744,0.006764,0.003403,0.104444
2253,18.775000,0.230496,-0.693135,-0.282488,-0.621801,0.006751,0.003381,0.104445
2254,18.783333,0.230669,-0.693310,-0.282393,-0.621585,0.006728,0.003363,0.104430
2255,18.791667,0.230472,-0.693329,-0.282241,-0.621705,0.006693,0.003314,0.104427
2256,18.800000,0.229971,-0.692797,-0.282414,-0.622405,0.006668,0.003285,0.104451
2257,18.808333,0.229522,-0.692434,-0.282448,-0.622959,0.006635,0.003247,0.104466
2258,18.816667,0.229424,-0.692604,-0.282258,-0.622892,0.006594,0.003202,0.104453
2259,18.825000,0.228999,-0.692335,-0.282297,-0.623329,0.006555,0.003149,0.104462
2260,18.833333,0.228944,-0.692226,-0.282258,-0.623488,0.006506,0.003101,0.104455
2261,18.841667,0.228611,-0.691638,-0.282536,-0.624137,0.006461,0.003066,0.104475
2262,18.850000,0.227981,-0.691303,-0.282567,-0.624724,0.006402,0.003010,0.104486
2263,18.858333,0.227582,-0.691079,-0.282531,-0.625134,0.006357,0.002960,0.104494
2264,18.866667,0.227673,-0.690936,-0.282483,-0.625281,0.006305,0.002928,0.104486
2265,18.875000,0.227404,-0.690541,-0.282621,-0.625752,0.006270,0.002909,0.104501
2266,18.883333,0.227525,-0.690893,-0.282286,-0.625471,0.006222,0.002883,0.104475
2267,18.891667,0.227611,-0.690957,-0.282150,-0.625431,0.006187,0.002874,0.104469
2268,18.900000,0.227520,-0.690577,-0.282337,-0.625799,0.006164,0.002877,0.104486
2269,18.908333,0.227768,-0.690574,-0.282322,-0.625719,0.006137,0.002884,0.104482
2270,18.916667,0.228063,-0.690633,-0.282289,-0.625560,0.006114,0.002901,0.104474
2271,18.925000,0.227840,-0.690570,-0.282218,-0.625743,0.006096,0.002888,0.104481
2272,18.933333,0.228075,-0.690420,-0.282406,-0.625739,0.006088,0.002915,0.104486
2273,18.941667,0.228405,-0.690351,-0.282489,-0.625657,0.006074,0.002930,0.104483
2274,18.950000,0.228411,-0.690273,-0.282546,-0.625715,0.006054,0.002927,0.104487
2275,18.958333,0.228485,-0.690351,-0.282454,-0.625643,0.006029,0.002925,0.104482
2276,18.966667,0.228376,-0.689970,-0.282606,-0.626035,0.005982,0.002902,0.104492
2277,18.975000,0.228103,-0.689351,-0.282892,-0.626687,0.005928,0.002890,0.104515
2278,18.983333,0.227483,-0.688917,-0.282785,-0.627437,0.005845,0.002814,0.104525
2279,18.991667,0.227342,-0.688854,-0.282579,-0.627651,0.005773,0.002759,0.104514
2280,19.000000,0.226928,-0.688175,-0.282818,-0.628436,0.005720,0.002731,0.104540
2281,19.008333,0.226758,-0.688585,-0.282312,-0.628277,0.005656,0.002682,0.104515
2282,19.016667,0.226364,-0.688603,-0.281987,-0.628545,0.005607,0.002632,0.104513
2283,19.025000,0.226368,-0.688627,-0.281790,-0.628606,0.005554,0.002591,0.104503
2284,19.033333,0.226283,-0.688304,-0.281925,-0.628929,0.005520,0.002581,0.104513
2285,19.041667,0.225990,-0.688019,-0.282046,-0.629291,0.005502,0.002580,0.104528
2286,19.050000,0.225949,-0.688116,-0.281916,-0.629259,0.005476,0.002567,0.104521
2287,19.058333,0.226952,-0.690135,-0.280632,-0.627258,0.005457,0.002563,0.104432
2288,19.066667,0.227748,-0.691444,-0.279875,-0.625864,0.005450,0.002581,0.104377
2289,19.075000,0.225759,-0.687880,-0.281790,-0.629642,0.005388,0.002520,0.104517
2290,19.083333,0.225676,-0.687558,-0.281983,-0.629936,0.005371,0.002517,0.104531
2291,19.091667,0.225519,-0.687386,-0.282097,-0.630129,0.005364,0.002521,0.104542
2292,19.100000,0.225655,-0.687507,-0.282044,-0.629972,0.005352,0.002516,0.104533
2293,19.108333,0.226865,-0.689414,-0.280998,-0.627917,0.005371,0.002554,0.104451
2294,19.116667,0.227958,-0.691464,-0.279821,-0.625791,0.005399,0.002590,0.104372
2295,19.125000,0.226285,-0.687632,-0.282049,-0.629608,0.005349,0.002545,0.104522
2296,19.133333,0.226339,-0.687636,-0.282043,-0.629586,0.005347,0.002556,0.104520
2297,19.141667,0.226335,-0.687261,-0.282301,-0.629883,0.005351,0.002585,0.104539
2298,19.150000,0.226189,-0.687124,-0.282333,-0.630070,0.005341,0.002589,0.104548
2299,19.158333,0.226269,-0.687586,-0.281834,-0.629760,0.005309,0.002556,0.104520
2300,19.166667,0.226132,-0.687213,-0.281999,-0.630142,0.005299,0.002566,0.104537
2301,19.175000,0.225894,-0.686739,-0.282123,-0.630689,0.005279,0.002558,0.104557
2302,19.183333,0.225889,-0.687059,-0.281741,-0.630512,0.005233,0.002524,0.104533
2303,19.191667,0.226846,-0.688968,-0.280517,-0.628628,0.005209,0.002526,0.104451
2304,19.200000,0.228949,-0.692961,-0.278150,-0.624515,0.005210,0.002569,0.104289
2305,19.208333,0.228814,-0.692748,-0.278112,-0.624819,0.005167,0.002563,0.104296
2306,19.216667,0.227761,-0.690619,-0.279178,-0.627081,0.005099,0.002525,0.104380
2307,19.225000,0.226714,-0.688687,-0.280098,-0.629171,0.005022,0.002474,0.104450
2308,19.233333,0.228188,-0.691960,-0.278127,-0.625913,0.005027,0.002522,0.104322
2309,19.241667,0.228098,-0.691451,-0.278340,-0.626414,0.004972,0.002513,0.104332
2310,19.250000,0.228274,-0.691558,-0.278191,-0.626297,0.004940,0.002504,0.104321
2311,19.258333,0.228388,-0.691192,-0.278453,-0.626544,0.004930,0.002522,0.104334
2312,19.266667,0.228295,-0.690854,-0.278639,-0.626867,0.004935,0.002533,0.104353
2313,19.275000,0.227702,-0.689499,-0.279399,-0.628235,0.004914,0.002516,0.104403
2314,19.283333,0.227087,-0.687972,-0.280337,-0.629711,0.004896,0.002510,0.104460
2315,19.291667,0.228790,-0.690909,-0.278783,-0.626562,0.004965,0.002608,0.104355
2316,19.300000,0.229027,-0.691480,-0.278406,-0.626013,0.004967,0.002611,0.104330
2317,19.308333,0.229337,-0.691494,-0.278464,-0.625858,0.004974,0.002639,0.104329
2318,19.316667,0.228856,-0.689767,-0.279549,-0.627455,0.004965,0.002647,0.104397
2319,19.325000,0.227665,-0.687078,-0.281169,-0.630108,0.004926,0.002624,0.104496
2320,19.333333,0.228073,-0.687142,-0.281294,-0.629835,0.004937,0.002654,0.104492
2321,19.341667,0.228279,-0.686490,-0.281890,-0.630206,0.004963,0.002713,0.104524
2322,19.350000,0.228403,-0.686534,-0.281884,-0.630115,0.004973,0.002734,0.104528
2323,19.358333,0.228522,-0.686919,-0.281631,-0.629765,0.004985,0.002753,0.104517
2324,19.366667,0.228653,-0.687008,-0.281602,-0.629634,0.004999,0.002776,0.104516
2325,19.375000,0.228654,-0.686718,-0.281870,-0.629829,0.005015,0.002803,0.104533
2326,19.383333,0.228890,-0.686647,-0.282067,-0.629733,0.005036,0.002840,0.104538
2327,19.391667,0.229412,-0.687077,-0.281913,-0.629142,0.005052,0.002866,0.104513
2328,19.400000,0.229340,-0.686747,-0.282207,-0.629398,0.005084,0.002892,0.104536
2329,19.408333,0.230876,-0.689490,-0.280733,-0.626489,0.005125,0.002931,0.104421
2330,19.416667,0.233435,-0.694032,-0.278314,-0.621586,0.005213,0.003029,0.104244
2331,19.425000,0.233561,-0.693988,-0.278494,-0.621507,0.005232,0.003054,0.104245
2332,19.433333,0.233613,-0.694363,-0.278147,-0.621224,0.005230,0.003021,0.104226
2333,19.441667,0.233497,-0.694348,-0.278161,-0.621278,0.005237,0.003008,0.104228
2334,19.450000,0.233531,-0.695007,-0.277683,-0.620742,0.005233,0.002978,0.104195
2335,19.458333,0.233281,-0.694854,-0.277745,-0.620979,0.005243,0.002969,0.104202
2336,19.466667,0.233008,-0.694178,-0.278226,-0.621622,0.005258,0.002972,0.104234
2337,19.475000,0.231675,-0.691763,-0.279666,-0.624162,0.005240,0.002925,0.104333
2338,19.483333,0.230425,-0.689361,-0.281155,-0.626609,0.005215,0.002873,0.104424
2339,19.491667,0.231457,-0.691819,-0.279786,-0.624126,0.005264,0.002881,0.104330
2340,19.500000,0.228945,-0.686970,-0.282669,-0.629090,0.005222,0.002798,0.104523
2341,19.508333,0.229052,-0.687388,-0.282470,-0.628684,0.005224,0.002768,0.104500
2342,19.516667,0.229010,-0.687228,-0.282664,-0.628787,0.005229,0.002747,0.104504
2343,19.525000,0.228860,-0.687130,-0.282825,-0.628876,0.005243,0.002734,0.104513
2344,19.533333,0.228953,-0.687542,-0.282670,-0.628462,0.005250,0.002711,0.104497
2345,19.541667,0.228985,-0.687233,-0.282988,-0.628644,0.005252,0.002699,0.104507
2346,19.550000,0.228917,-0.686746,-0.283436,-0.629000,0.005264,0.002703,0.104529
2347,19.558333,0.229047,-0.687061,-0.283358,-0.628643,0.005264,0.002686,0.104512
2348,19.566667,0.228827,-0.686861,-0.283527,-0.628866,0.005270,0.002666,0.104526
2349,19.575000,0.229946,-0.688884,-0.282402,-0.626748,0.005282,0.002663,0.104437
2350,19.583333,0.231836,-0.692842,-0.280168,-0.622678,0.005341,0.002711,0.104284
2351,19.591667,0.231786,-0.693010,-0.280073,-0.622552,0.005327,0.002663,0.104271
2352,19.600000,0.231605,-0.692690,-0.280316,-0.622867,0.005323,0.002639,0.104283
2353,19.608333,0.231573,-0.692477,-0.280523,-0.623022,0.005316,0.002615,0.104288
2354,19.616667,0.230521,-0.690855,-0.281378,-0.624825,0.005275,0.002532,0.104344
2355,19.625000,0.227891,-0.686211,-0.284012,-0.629696,0.005211,0.002426,0.104525
2356,19.633333,0.227708,-0.686158,-0.284065,-0.629796,0.005205,0.002396,0.104525
2357,19.641667,0.227282,-0.685917,-0.284190,-0.630157,0.005200,0.002361,0.104536
2358,19.650000,0.227975,-0.687710,-0.283167,-0.628410,0.005209,0.002349,0.104463
2359,19.658333,0.228928,-0.689564,-0.282075,-0.626521,0.005220,0.002341,0.104386
2360,19.666667,0.227522,-0.687020,-0.283494,-0.629181,0.005160,0.002255,0.104479
2361,19.675000,0.229668,-0.691829,-0.280726,-0.624355,0.005180,0.002254,0.104278
2362,19.683333,0.229416,-0.691651,-0.280826,-0.624599,0.005150,0.002203,0.104280
2363,19.691667,0.229279,-0.691362,-0.281047,-0.624870,0.005118,0.002159,0.104287
2364,19.700000,0.229185,-0.691465,-0.280995,-0.624813,0.005091,0.002118,0.104278
2365,19.708333,0.227889,-0.689239,-0.282231,-0.627185,0.005053,0.002064,0.104367
2366,19.716667,0.226792,-0.686980,-0.283549,-0.629464,0.004991,0.001988,0.104449
2367,19.725000,0.228139,-0.689680,-0.281949,-0.626737,0.004990,0.001981,0.104332
2368,19.733333,0.227095,-0.687536,-0.283099,-0.628949,0.004920,0.001901,0.104403
2369,19.741667,0.229112,-0.691323,-0.280941,-0.625023,0.004951,0.001947,0.104251
2370,19.750000,0.229007,-0.690977,-0.281087,-0.625378,0.004927,0.001929,0.104264
2371,19.758333,0.229003,-0.690997,-0.281032,-0.625381,0.004895,0.001910,0.104260
2372,19.766667,0.228837,-0.690945,-0.280949,-0.625536,0.004868,0.001893,0.104260
2373,19.775000,0.228617,-0.691128,-0.280631,-0.625558,0.004841,0.001867,0.104255
2374,19.783333,0.228722,-0.690998,-0.280621,-0.625668,0.004813,0.001870,0.104257
2375,19.791667,0.228563,-0.690389,-0.280901,-0.626272,0.004783,0.001882,0.104281
2376,19.800000,0.228276,-0.689712,-0.281150,-0.627010,0.004736,0.001875,0.104303
2377,19.808333,0.228427,-0.689741,-0.281003,-0.626989,0.004699,0.001874,0.104297
2378,19.816667,0.228457,-0.689595,-0.280989,-0.627145,0.004669,0.001885,0.104302
2379,19.825000,0.227627,-0.687654,-0.281935,-0.629151,0.004602,0.001854,0.104371
2380,19.833333,0.225329,-0.683320,-0.284209,-0.633660,0.004497,0.001779,0.104537
2381,19.841667,0.225103,-0.683151,-0.284089,-0.633977,0.004456,0.001767,0.104547
2382,19.850000,0.226097,-0.684938,-0.282885,-0.632231,0.004437,0.001791,0.104473
2383,19.858333,0.228148,-0.688776,-0.280563,-0.628348,0.004465,0.001875,0.104325
2384,19.866667,0.228209,-0.688858,-0.280273,-0.628365,0.004418,0.001859,0.104315
2385,19.875000,0.228506,-0.689426,-0.279718,-0.627881,0.004364,0.001835,0.104277
2386,19.883333,0.227461,-0.687224,-0.280865,-0.630158,0.004304,0.001816,0.104362
2387,19.891667,0.225957,-0.684089,-0.282471,-0.633384,0.004231,0.001781,0.104486
2388,19.900000,0.227213,-0.686417,-0.280989,-0.631072,0.004219,0.001824,0.104391
2389,19.908333,0.226220,-0.684533,-0.281782,-0.633118,0.004132,0.001780,0.104455
2390,19.916667,0.227284,-0.686471,-0.280516,-0.631197,0.004111,0.001826,0.104379
2391,19.925000,0.226245,-0.683908,-0.281767,-0.633791,0.004017,0.001806,0.104471
2392,19.933333,0.228219,-0.687644,-0.279446,-0.630058,0.004030,0.001895,0.104327
2393,19.941667,0.228113,-0.687659,-0.279243,-0.630169,0.003978,0.001895,0.104328
2394,19.950000,0.227723,-0.686653,-0.279592,-0.631251,0.003889,0.001843,0.104352
2395,19.958333,0.226696,-0.684215,-0.280969,-0.633652,0.003818,0.001823,0.104445
2396,19.966667,0.228517,-0.687229,-0.279302,-0.630465,0.003841,0.001919,0.104332
2397,19.975000,0.228726,-0.686856,-0.279522,-0.630699,0.003803,0.001950,0.104344
2398,19.983333,0.228916,-0.687524,-0.278749,-0.630244,0.003749,0.001929,0.104308
2399,19.991667,0.229106,-0.687346,-0.278672,-0.630403,0.003701,0.001940,0.104309
2400,20.000000,0.229266,-0.687312,-0.278562,-0.630430,0.003647,0.001951,0.104306
2401,20.008333,0.229405,-0.687543,-0.278208,-0.630284,0.003586,0.001964,0.104288
2402,20.016667,0.229164,-0.687083,-0.278153,-0.630898,0.003530,0.001976,0.104308
2403,20.025000,0.229003,-0.686772,-0.278051,-0.631340,0.003464,0.001985,0.104319
2404,20.033333,0.228979,-0.686869,-0.277689,-0.631402,0.003386,0.001981,0.104306
2405,20.041667,0.228797,-0.686565,-0.277588,-0.631843,0.003328,0.001990,0.104318
2406,20.050000,0.229077,-0.686745,-0.277228,-0.631704,0.003259,0.001984,0.104294
2407,20.058333,0.229046,-0.686236,-0.277380,-0.632201,0.003207,0.001994,0.104311
2408,20.066667,0.229180,-0.686130,-0.277254,-0.632323,0.003140,0.001981,0.104307
2409,20.075000,0.229118,-0.686191,-0.276951,-0.632412,0.003074,0.001963,0.104297
2410,20.083333,0.228978,-0.685851,-0.276955,-0.632830,0.003024,0.001968,0.104308
2411,20.091667,0.229003,-0.685990,-0.276669,-0.632795,0.002967,0.001954,0.104294
2412,20.100000,0.228918,-0.685811,-0.276591,-0.633054,0.002916,0.001944,0.104297
2413,20.108333,0.228802,-0.685290,-0.276787,-0.633574,0.002884,0.001959,0.104317
2414,20.116667,0.228982,-0.685647,-0.276399,-0.633293,0.002841,0.001946,0.104294
2415,20.125000,0.229071,-0.685533,-0.276382,-0.633390,0.002811,0.001960,0.104293
2416,20.133333,0.228987,-0.685492,-0.276232,-0.633531,0.002786,0.001970,0.104294
2417,20.141667,0.228818,-0.685492,-0.275984,-0.633700,0.002759,0.001965,0.104295
2418,20.150000,0.228910,-0.685208,-0.276091,-0.633927,0.002740,0.001993,0.104306
2419,20.158333,0.229032,-0.684938,-0.276223,-0.634118,0.002729,0.002027,0.104317
2420,20.166667,0.228473,-0.683551,-0.276884,-0.635526,0.002693,0.002019,0.104365
2421,20.175000,0.227400,-0.681397,-0.278038,-0.637717,0.002660,0.002008,0.104450
2422,20.183333,0.229758,-0.685828,-0.275596,-0.633165,0.002740,0.002119,0.104282
2423,20.191667,0.229883,-0.685771,-0.275673,-0.633148,0.002773,0.002153,0.104295
2424,20.200000,0.229590,-0.684616,-0.276476,-0.634153,0.002799,0.002182,0.104345
2425,20.208333,0.229032,-0.682926,-0.277709,-0.635637,0.002828,0.002211,0.104417
2426,20.216667,0.230185,-0.684785,-0.276831,-0.633600,0.002913,0.002289,0.104351
2427,20.225000,0.229233,-0.682439,-0.278405,-0.635783,0.002946,0.002291,0.104456
2428,20.233333,0.231683,-0.686435,-0.276522,-0.631399,0.003079,0.002439,0.104309
2429,20.241667,0.231886,-0.686402,-0.276786,-0.631246,0.003138,0.002496,0.104321
2430,20.250000,0.232120,-0.686397,-0.276930,-0.631102,0.003186,0.002543,0.104328
2431,20.258333,0.232032,-0.686440,-0.276858,-0.631119,0.003221,0.002564,0.104338
2432,20.266667,0.232064,-0.686312,-0.277010,-0.631179,0.003248,0.002600,0.104352
2433,20.275000,0.232343,-0.686729,-0.276772,-0.630728,0.003262,0.002631,0.104333
2434,20.283333,0.232403,-0.686696,-0.276767,-0.630744,0.003279,0.002666,0.104339
2435,20.291667,0.232460,-0.686521,-0.276875,-0.630866,0.003295,0.002700,0.104351
2436,20.300000,0.232748,-0.686750,-0.276744,-0.630568,0.003306,0.002727,0.104340
2437,20.308333,0.232893,-0.687093,-0.276532,-0.630233,0.003317,0.002751,0.104329
2438,20.316667,0.232997,-0.686835,-0.276733,-0.630388,0.003335,0.002798,0.104344
2439,20.325000,0.233211,-0.687402,-0.276343,-0.629862,0.003338,0.002822,0.104320
2440,20.333333,0.233322,-0.687386,-0.276300,-0.629857,0.003344,0.002856,0.104323
